"maria_ward::short";"thomas_bertram::short"
"henry_crawford::alone";"yates::independent"
"henry_crawford::great";"henry_crawford::independent"
"henry_crawford::great";"julia::alone"
"henry_crawford::great";"julia::great"
"henry_crawford::great";"julia::independent"
"henry_crawford::great";"maria::alone"
"henry_crawford::great";"maria::great"
"henry_crawford::great";"maria::independent"
"henry_crawford::great";"mary_crawford::alone"
"henry_crawford::great";"mary_crawford::great"
"henry_crawford::great";"mary_crawford::independent"
"henry_crawford::great";"tom_bertram::alone"
"henry_crawford::great";"tom_bertram::great"
"henry_crawford::great";"tom_bertram::independent"
"henry_crawford::great";"yates::alone"
"henry_crawford::great";"yates::great"
"henry_crawford::great";"yates::independent"
"henry_crawford::independent";"julia::alone"
"henry_crawford::independent";"julia::great"
"henry_crawford::independent";"julia::independent"
"henry_crawford::independent";"maria::alone"
"henry_crawford::independent";"maria::great"
"henry_crawford::independent";"maria::independent"
"henry_crawford::independent";"mary_crawford::alone"
"henry_crawford::independent";"mary_crawford::great"
"henry_crawford::independent";"mary_crawford::independent"
"henry_crawford::independent";"tom_bertram::alone"
"henry_crawford::independent";"tom_bertram::great"
"henry_crawford::independent";"tom_bertram::independent"
"henry_crawford::independent";"yates::alone"
"henry_crawford::independent";"yates::great"
"henry_crawford::independent";"yates::independent"
"julia::alone";"julia::great"
"julia::alone";"julia::independent"
"julia::alone";"maria::alone"
"julia::alone";"maria::great"
"julia::alone";"maria::independent"
"julia::alone";"mary_crawford::alone"
"julia::alone";"mary_crawford::great"
"julia::alone";"mary_crawford::independent"
"julia::alone";"tom_bertram::alone"
"julia::alone";"tom_bertram::great"
"julia::alone";"tom_bertram::independent"
"julia::alone";"yates::alone"
"julia::alone";"yates::great"
"julia::alone";"yates::independent"
"julia::great";"julia::independent"
"julia::great";"maria::alone"
"julia::great";"maria::independent"
"julia::great";"mary_crawford::alone"
"julia::great";"mary_crawford::great"
"julia::great";"mary_crawford::independent"
"julia::great";"tom_bertram::alone"
"julia::great";"tom_bertram::great"
"julia::great";"tom_bertram::independent"
"julia::great";"yates::alone"
"julia::great";"yates::great"
"julia::great";"yates::independent"
"julia::independent";"maria::alone"
"julia::independent";"maria::great"
"julia::independent";"maria::independent"
"julia::independent";"mary_crawford::alone"
"julia::independent";"mary_crawford::great"
"julia::independent";"mary_crawford::independent"
"julia::independent";"tom_bertram::alone"
"julia::independent";"tom_bertram::great"
"julia::independent";"tom_bertram::independent"
"julia::independent";"yates::alone"
"julia::independent";"yates::great"
"julia::independent";"yates::independent"
"maria::alone";"maria::great"
"maria::alone";"maria::independent"
"maria::alone";"mary_crawford::alone"
"maria::alone";"mary_crawford::great"
"maria::alone";"mary_crawford::independent"
"maria::alone";"tom_bertram::alone"
"maria::alone";"tom_bertram::great"
"maria::alone";"tom_bertram::independent"
"maria::alone";"yates::alone"
"maria::alone";"yates::great"
"maria::alone";"yates::independent"
"maria::great";"maria::independent"
"maria::great";"mary_crawford::alone"
"maria::great";"mary_crawford::great"
"maria::great";"mary_crawford::independent"
"maria::great";"tom_bertram::alone"
"maria::great";"tom_bertram::great"
"maria::great";"tom_bertram::independent"
"maria::great";"yates::alone"
"maria::great";"yates::great"
"maria::great";"yates::independent"
"maria::independent";"mary_crawford::alone"
"maria::independent";"mary_crawford::great"
"maria::independent";"mary_crawford::independent"
"maria::independent";"tom_bertram::alone"
"maria::independent";"tom_bertram::great"
"maria::independent";"tom_bertram::independent"
"maria::independent";"yates::alone"
"maria::independent";"yates::great"
"maria::independent";"yates::independent"
"mary_crawford::alone";"mary_crawford::great"
"mary_crawford::alone";"mary_crawford::independent"
"mary_crawford::alone";"tom_bertram::alone"
"mary_crawford::alone";"tom_bertram::great"
"mary_crawford::alone";"tom_bertram::independent"
"mary_crawford::alone";"yates::alone"
"mary_crawford::alone";"yates::great"
"mary_crawford::alone";"yates::independent"
"mary_crawford::great";"mary_crawford::independent"
"mary_crawford::great";"tom_bertram::alone"
"mary_crawford::great";"tom_bertram::great"
"mary_crawford::great";"tom_bertram::independent"
"mary_crawford::great";"yates::alone"
"mary_crawford::great";"yates::great"
"mary_crawford::great";"yates::independent"
"mary_crawford::independent";"tom_bertram::alone"
"mary_crawford::independent";"tom_bertram::great"
"mary_crawford::independent";"tom_bertram::independent"
"mary_crawford::independent";"yates::alone"
"mary_crawford::independent";"yates::great"
"mary_crawford::independent";"yates::independent"
"tom_bertram::alone";"tom_bertram::great"
"tom_bertram::alone";"tom_bertram::independent"
"tom_bertram::alone";"yates::alone"
"tom_bertram::alone";"yates::great"
"tom_bertram::alone";"yates::independent"
"tom_bertram::great";"tom_bertram::independent"
"tom_bertram::great";"yates::alone"
"tom_bertram::great";"yates::great"
"tom_bertram::great";"yates::independent"
"tom_bertram::independent";"yates::alone"
"tom_bertram::independent";"yates::great"
"tom_bertram::independent";"yates::independent"
"yates::alone";"yates::great"
"yates::alone";"yates::independent"
"yates::great";"yates::independent"
"duberley::fine";"pangloss::fine"
"crawford::determined";"yates::determined"
"ravenshaw::pleased";"yates::pleased"
"frederick::certain";"frederick::proper"
"cottager::old";"cottager::satisfied"
"amelia::well";"julia::well"
"amelia::tall";"julia::tall"
"julia::#-happy";"julia::well"
"julia::#-happy";"maria::#-happy"
"julia::#-happy";"maria::well"
"julia::well";"maria::#-happy"
"maria::#-happy";"maria::well"
"crawford::excellent";"tom_bertram::excellent"
"agatha::#-afraid";"agatha::angry"
"agatha::#-afraid";"agatha::disgusting"
"agatha::#-afraid";"julia::#-afraid"
"agatha::#-afraid";"julia::angry"
"agatha::#-afraid";"julia::disgusting"
"agatha::angry";"agatha::disgusting"
"agatha::angry";"julia::#-afraid"
"agatha::angry";"julia::angry"
"agatha::angry";"julia::disgusting"
"agatha::disgusting";"julia::#-afraid"
"agatha::disgusting";"julia::angry"
"agatha::disgusting";"julia::disgusting"
"julia::#-afraid";"julia::angry"
"julia::#-afraid";"julia::disgusting"
"julia::angry";"julia::disgusting"
"henry_crawford::short";"julia::short"
"henry_crawford::short";"maria::short"
"henry_crawford::short";"yates::short"
"julia::short";"yates::short"
"maria::short";"yates::short"
"bertram::awake";"bertram::private"
"bertram::awake";"crawford::awake"
"bertram::awake";"crawford::private"
"bertram::awake";"fanny::awake"
"bertram::awake";"fanny::private"
"bertram::awake";"tom_bertram::awake"
"bertram::awake";"tom_bertram::private"
"bertram::awake";"yates::awake"
"bertram::awake";"yates::private"
"bertram::private";"crawford::awake"
"bertram::private";"crawford::private"
"bertram::private";"fanny::awake"
"bertram::private";"fanny::private"
"bertram::private";"tom_bertram::awake"
"bertram::private";"tom_bertram::private"
"bertram::private";"yates::awake"
"bertram::private";"yates::private"
"crawford::awake";"crawford::private"
"crawford::awake";"fanny::awake"
"crawford::awake";"fanny::private"
"crawford::awake";"tom_bertram::awake"
"crawford::awake";"tom_bertram::private"
"crawford::awake";"yates::awake"
"crawford::awake";"yates::private"
"crawford::private";"fanny::awake"
"crawford::private";"fanny::private"
"crawford::private";"tom_bertram::awake"
"crawford::private";"tom_bertram::private"
"crawford::private";"yates::awake"
"crawford::private";"yates::private"
"fanny::awake";"fanny::private"
"fanny::awake";"tom_bertram::awake"
"fanny::awake";"tom_bertram::private"
"fanny::awake";"yates::awake"
"fanny::awake";"yates::private"
"fanny::private";"tom_bertram::awake"
"fanny::private";"tom_bertram::private"
"fanny::private";"yates::awake"
"fanny::private";"yates::private"
"tom_bertram::awake";"tom_bertram::private"
"tom_bertram::awake";"yates::awake"
"tom_bertram::awake";"yates::private"
"tom_bertram::private";"yates::awake"
"tom_bertram::private";"yates::private"
"yates::awake";"yates::private"
"maria::well";"rushworth::well"
"edmund::great";"fanny::great"
"edmund::private";"maria::private"
"edmund::private";"rushworth::private"
"edmund::private";"tom_bertram::private"
"edmund::private";"yates::private"
"maria::private";"rushworth::private"
"maria::private";"tom_bertram::private"
"maria::private";"yates::private"
"rushworth::private";"tom_bertram::private"
"rushworth::private";"yates::private"
"maria::little";"maria::warm"
"julia::agreeable";"rushworth::agreeable"
"julia::agreeable";"yates::agreeable"
"rushworth::agreeable";"yates::agreeable"
"henry_crawford::pleasant";"lady_bertram::pleasant"
"anhalt::short";"crawford::short"
"edmund::good";"edmund::little"
"charles_maddox::clever";"tom_oliver::clever"
"crawford::great";"maddox::great"
"crawford::capable";"edmund::capable"
"crawford::capable";"maria::capable"
"crawford::capable";"tom::capable"
"edmund::capable";"maria::capable"
"edmund::capable";"tom::capable"
"maria::capable";"tom::capable"
"fanny::reasonable";"maria_bertram::reasonable"
"fanny::reasonable";"norris::reasonable"
"maria_bertram::reasonable";"norris::reasonable"
"bertram::delightful";"bertram::encouraging"
"bertram::delightful";"edmund::delightful"
"bertram::delightful";"edmund::encouraging"
"bertram::delightful";"lee::delightful"
"bertram::delightful";"lee::encouraging"
"bertram::encouraging";"edmund::delightful"
"bertram::encouraging";"edmund::encouraging"
"bertram::encouraging";"lee::delightful"
"bertram::encouraging";"lee::encouraging"
"edmund::delightful";"edmund::encouraging"
"edmund::delightful";"lee::delightful"
"edmund::delightful";"lee::encouraging"
"edmund::encouraging";"lee::delightful"
"edmund::encouraging";"lee::encouraging"
"lee::delightful";"lee::encouraging"
"edmund::determined";"thomas::determined"
"charles_maddox::great";"charles_maddox::well"
"anhalt::good";"baron::good"
"anhalt::good";"norris::good"
"anhalt::good";"rushworth::good"
"anhalt::good";"yates::good"
"baron::good";"norris::good"
"baron::good";"rushworth::good"
"baron::good";"yates::good"
"norris::good";"yates::good"
"rushworth::good";"yates::good"
"crawford::determined";"crawford::glad"
"crawford::kind";"edmund::kind"
"crawford::kind";"grant::kind"
"edmund::kind";"grant::kind"
"crawford::alone";"crawford::sad"
"henry_crawford::reasonable";"maria::reasonable"
"bertram::good";"rushworth::good"
"henry_crawford::careless";"henry_crawford::distinguished"
"henry_crawford::careless";"henry_crawford::trusting"
"henry_crawford::careless";"julia::careless"
"henry_crawford::careless";"julia::distinguished"
"henry_crawford::careless";"julia::trusting"
"henry_crawford::careless";"maria::careless"
"henry_crawford::careless";"maria::distinguished"
"henry_crawford::careless";"maria::trusting"
"henry_crawford::distinguished";"henry_crawford::trusting"
"henry_crawford::distinguished";"julia::careless"
"henry_crawford::distinguished";"julia::distinguished"
"henry_crawford::distinguished";"julia::trusting"
"henry_crawford::distinguished";"maria::careless"
"henry_crawford::distinguished";"maria::distinguished"
"henry_crawford::distinguished";"maria::trusting"
"henry_crawford::trusting";"julia::careless"
"henry_crawford::trusting";"julia::distinguished"
"henry_crawford::trusting";"julia::trusting"
"henry_crawford::trusting";"maria::careless"
"henry_crawford::trusting";"maria::distinguished"
"henry_crawford::trusting";"maria::trusting"
"julia::careless";"julia::distinguished"
"julia::careless";"julia::trusting"
"julia::careless";"maria::careless"
"julia::careless";"maria::distinguished"
"julia::careless";"maria::trusting"
"julia::distinguished";"julia::trusting"
"julia::distinguished";"maria::careless"
"julia::distinguished";"maria::distinguished"
"julia::distinguished";"maria::trusting"
"julia::trusting";"maria::careless"
"julia::trusting";"maria::distinguished"
"julia::trusting";"maria::trusting"
"maria::careless";"maria::distinguished"
"maria::careless";"maria::trusting"
"maria::distinguished";"maria::trusting"
"crawford::forward";"crawford::great"
"crawford::forward";"edmund::forward"
"crawford::forward";"edmund::great"
"crawford::forward";"norris::forward"
"crawford::forward";"norris::great"
"crawford::forward";"thomas::forward"
"crawford::forward";"thomas::great"
"crawford::great";"edmund::forward"
"crawford::great";"edmund::great"
"crawford::great";"norris::forward"
"crawford::great";"norris::great"
"crawford::great";"thomas::forward"
"crawford::great";"thomas::great"
"edmund::forward";"edmund::great"
"edmund::forward";"norris::forward"
"edmund::forward";"norris::great"
"edmund::forward";"thomas::forward"
"edmund::forward";"thomas::great"
"edmund::great";"norris::forward"
"edmund::great";"norris::great"
"edmund::great";"thomas::forward"
"edmund::great";"thomas::great"
"norris::forward";"norris::great"
"norris::forward";"thomas::great"
"norris::great";"thomas::forward"
"thomas::forward";"thomas::great"
"butler::impatient";"butler::unemployed"
"crawford::giving";"crawford::satisfied"
"crawford::giving";"maria::giving"
"crawford::giving";"maria::satisfied"
"crawford::giving";"rushworth::giving"
"crawford::giving";"rushworth::satisfied"
"crawford::satisfied";"maria::giving"
"crawford::satisfied";"maria::satisfied"
"crawford::satisfied";"rushworth::giving"
"maria::giving";"maria::satisfied"
"maria::giving";"rushworth::giving"
"maria::giving";"rushworth::satisfied"
"maria::satisfied";"rushworth::giving"
"maria::satisfied";"rushworth::satisfied"
"rushworth::giving";"rushworth::satisfied"
"rushworth::fine";"yates::fine"
"rushworth::fine";"rushworth::little"
"rushworth::fine";"rushworth::ridiculous"
"rushworth::fine";"yates::little"
"rushworth::fine";"yates::ridiculous"
"rushworth::little";"rushworth::ridiculous"
"rushworth::little";"yates::fine"
"rushworth::little";"yates::little"
"rushworth::little";"yates::ridiculous"
"rushworth::ridiculous";"yates::fine"
"rushworth::ridiculous";"yates::little"
"rushworth::ridiculous";"yates::ridiculous"
"yates::fine";"yates::little"
"yates::fine";"yates::ridiculous"
"yates::little";"yates::ridiculous"
"maria::little";"rushworth::little"
"mansfield::artificial";"mansfield::giving"
"mansfield::artificial";"mansfield::great"
"mansfield::giving";"mansfield::great"
"crawford::great";"crawford::interested"
"crawford::great";"edmund::interested"
"crawford::great";"fanny::great"
"crawford::great";"fanny::interested"
"crawford::interested";"edmund::great"
"crawford::interested";"edmund::interested"
"crawford::interested";"fanny::great"
"crawford::interested";"fanny::interested"
"edmund::great";"edmund::interested"
"edmund::great";"fanny::interested"
"edmund::interested";"fanny::great"
"edmund::interested";"fanny::interested"
"fanny::great";"fanny::interested"
"edmund::prompt";"fanny::prompt"
"grant::fair";"grant::little"
"edmund::satisfied";"fanny::satisfied"
"agatha::forward";"frederick::forward"
"henry::understanding";"henry::warm"
"henry::understanding";"mary::understanding"
"henry::understanding";"mary::warm"
"henry::understanding";"yates::understanding"
"henry::understanding";"yates::warm"
"henry::warm";"mary::understanding"
"henry::warm";"mary::warm"
"henry::warm";"yates::understanding"
"henry::warm";"yates::warm"
"mary::understanding";"mary::warm"
"mary::understanding";"yates::understanding"
"mary::understanding";"yates::warm"
"mary::warm";"yates::understanding"
"mary::warm";"yates::warm"
"yates::understanding";"yates::warm"
"fanny::forward";"fanny::little"
"william::little";"william::loving"
"william::little";"william::thinking"
"william::loving";"william::thinking"
"mansfield::friendly";"rushworth::friendly"
"rushworth::happy";"thomas::happy"
"rushworth::good";"rushworth::great"
"rushworth::good";"rushworth::useful"
"rushworth::good";"rushworth::young"
"rushworth::good";"thomas::good"
"rushworth::good";"thomas::great"
"rushworth::good";"thomas::useful"
"rushworth::good";"thomas::young"
"rushworth::great";"rushworth::useful"
"rushworth::great";"rushworth::young"
"rushworth::great";"thomas::good"
"rushworth::great";"thomas::great"
"rushworth::great";"thomas::useful"
"rushworth::great";"thomas::young"
"rushworth::useful";"rushworth::young"
"rushworth::useful";"thomas::good"
"rushworth::useful";"thomas::great"
"rushworth::useful";"thomas::useful"
"rushworth::useful";"thomas::young"
"rushworth::young";"thomas::good"
"rushworth::young";"thomas::great"
"rushworth::young";"thomas::useful"
"thomas::good";"thomas::great"
"thomas::good";"thomas::useful"
"thomas::good";"thomas::young"
"thomas::great";"thomas::useful"
"thomas::useful";"thomas::young"
"rushworth::agreeable";"thomas::agreeable"
"baddeley::little";"lady_bertram::little"
"tom::poor";"yates::poor"
"tom::bad";"yates::bad"
"thomas::giving";"tom_bertram::giving"
"thomas::giving";"yates::giving"
"tom_bertram::giving";"yates::giving"
"thomas::pleased";"yates::pleased"
"thomas::ridiculous";"thomas::young"
"thomas::ridiculous";"yates::ridiculous"
"thomas::ridiculous";"yates::young"
"thomas::young";"yates::ridiculous"
"thomas::young";"yates::young"
"yates::ridiculous";"yates::young"
"henry::#-afraid";"mary::#-afraid"
"edmund::alone";"edmund::fair"
"edmund::alone";"edmund::good"
"edmund::fair";"edmund::good"
"edmund::proper";"thomas::proper"
"norris::ashamed";"norris::little"
"norris::ashamed";"thomas::ashamed"
"norris::ashamed";"thomas::little"
"norris::little";"thomas::ashamed"
"thomas::ashamed";"thomas::little"
"charles::bad";"coachman::bad"
"charles::bad";"stephen::bad"
"coachman::bad";"stephen::bad"
"charles::rough";"coachman::rough"
"charles::rough";"stephen::rough"
"coachman::rough";"stephen::rough"
"rushworth::pleased";"rushworth::quiet"
"thomas::understanding";"yates::understanding"
"yates::disappointed";"yates::little"
"grant::friendly";"lady_bertram::friendly"
"grant::anxious";"henry_crawford::anxious"
"grant::anxious";"thomas::anxious"
"henry_crawford::anxious";"thomas::anxious"
"henry_crawford::selfish";"julia_bertram::selfish"
"julia::offensive";"tom::offensive"
"maria::good";"rushworth::good"
"mansfield::innocent";"mansfield::young"
"henry_crawford::cool";"mansfield::cool"
"henry_crawford::cool";"thomas::cool"
"mansfield::cool";"thomas::cool"
"rushworth::fortunate";"rushworth::young"
"julia::little";"maria::little"
"fanny::modest";"norris::modest"
"fanny::kind";"fanny::pleasant"
"fanny::kind";"grant::kind"
"fanny::kind";"grant::pleasant"
"fanny::pleasant";"grant::kind"
"fanny::pleasant";"grant::pleasant"
"grant::kind";"grant::pleasant"
"crawford::little";"maria::little"
"crawford::famous";"lewis::famous"
"edmund::good";"john::good"
"edmund::good";"thomas::good"
"john::good";"thomas::good"
"edmund::great";"edmund::serious"
"edmund::great";"fanny::serious"
"edmund::serious";"fanny::great"
"edmund::serious";"fanny::serious"
"fanny::great";"fanny::serious"
"edmund::alone";"fanny::alone"
"edmund::mean";"grant::mean"
"edmund::desirable";"edmund::thoughtful"
"fanny::well";"grant::well"
"edmund::agreeable";"grant::agreeable"
"bertram::useful";"norris::useful"
"bertram::useful";"thomas::useful"
"norris::useful";"thomas::useful"
"grant::certain";"grant::little"
"grant::certain";"julia::certain"
"grant::certain";"julia::little"
"grant::little";"julia::certain"
"grant::little";"julia::little"
"julia::certain";"julia::little"
"fanny::awful";"fanny::great"
"edmund::encouraged";"grant::encouraged"
"edmund::open";"edmund::short"
"edmund::open";"grant::open"
"edmund::open";"grant::short"
"edmund::short";"grant::open"
"edmund::short";"grant::short"
"grant::open";"grant::short"
"maria::good";"maria::lovely"
"fanny::gentle";"rushworth::gentle"
"fanny::understanding";"rushworth::understanding"
"crawford::interesting";"edmund::interesting"
"crawford::interesting";"grant::interesting"
"edmund::interesting";"grant::interesting"
"bertram::glad";"bertram::well"
"henry_crawford::mean";"mary::mean"
"crawford::little";"crawford::young"
"crawford::little";"fanny::young"
"crawford::young";"fanny::little"
"crawford::young";"fanny::young"
"fanny::little";"fanny::young"
"fanny::warm";"william::warm"
"fanny::natural";"william::natural"
"william::great";"young::great"
"lady_bertram::attentive";"norris::attentive"
"william_price::happy";"william_price::selfish"
"norris::cold";"norris::evil"
"norris::cold";"norris::good"
"norris::cold";"norris::pleasant"
"norris::evil";"norris::good"
"norris::evil";"norris::pleasant"
"norris::good";"norris::pleasant"
"grant::critical";"lady_bertram::critical"
"grant::little";"thomas::little"
"edmund::little";"thornton_lacey::little"
"bertram::useful";"henry::useful"
"bertram::useful";"thornton_lacey::useful"
"crawford::useful";"henry::useful"
"crawford::useful";"thornton_lacey::useful"
"henry::useful";"thornton_lacey::useful"
"edmund::fair";"henry_crawford::fair"
"edmund::fair";"thornton_lacey::fair"
"henry_crawford::fair";"thornton_lacey::fair"
"edmund::agreeable";"thomas::agreeable"
"edmund::agreeable";"thornton::agreeable"
"thomas::agreeable";"thornton::agreeable"
"edmund::glad";"thomas::glad"
"edmund::glad";"thornton::glad"
"thomas::glad";"thornton::glad"
"henry_crawford::forward";"william_price::forward"
"crawford::prominent";"edmund::prominent"
"crawford::prominent";"fanny::prominent"
"edmund::prominent";"fanny::prominent"
"julia::young";"maria_rushworth::young"
"edmund::grateful";"fanny::grateful"
"edmund::grateful";"thomas::grateful"
"edmund::grateful";"william::grateful"
"fanny::grateful";"thomas::grateful"
"fanny::grateful";"william::grateful"
"thomas::grateful";"william::grateful"
"thomas::amusing";"thomas::young"
"norris::satisfied";"norris::thinking"
"edmund::important";"edmund::serious"
"crawford::anxious";"crawford::short"
"crawford::anxious";"crawford::trusting"
"crawford::short";"crawford::trusting"
"crawford::kind";"crawford::well"
"crawford::modest";"william::modest"
"crawford::determined";"crawford::valuable"
"crawford::determined";"william::determined"
"crawford::determined";"william::valuable"
"crawford::valuable";"william::determined"
"crawford::valuable";"william::valuable"
"william::determined";"william::valuable"
"crawford::awake";"edmund::awake"
"crawford::friendly";"william::friendly"
"fanny::forward";"fanny::young"
"crawford::#-serious";"fanny::#-serious"
"crawford::considerate";"edmund::considerate"
"crawford::delightful";"edmund::delightful"
"crawford::delightful";"william::delightful"
"edmund::delightful";"william::delightful"
"fanny::satisfied";"fanny::well"
"edmund::delightful";"fanny::delightful"
"edmund::happy";"mary_crawford::happy"
"fanny::happy";"mary_crawford::happy"
"crawford::thinking";"fanny::thinking"
"crawford::serious";"fanny::serious"
"crawford::open";"thomas::open"
"crawford::strong";"edmund::strong"
"crawford::serious";"thomas::serious"
"crawford::agreeable";"thomas::agreeable"
"chapman::#-pleased";"fanny::#-pleased"
"crawford::well";"norris::well"
"fanny::good";"fanny::little"
"fanny::good";"henry::good"
"fanny::good";"henry::little"
"fanny::little";"henry::good"
"fanny::little";"henry::little"
"henry::good";"henry::little"
"edmund::forward";"edmund::happy"
"edmund::forward";"william::forward"
"edmund::forward";"william::happy"
"edmund::happy";"william::forward"
"edmund::happy";"william::happy"
"william::forward";"william::happy"
"thomas::pretty";"thomas::well"
"crawford::gracious";"fanny::gracious"
"crawford::pleasing";"fanny::pleasing"
"fanny::little";"norris::little"
"fanny::little";"william::little"
"norris::little";"william::little"
"crawford::young";"harrison::young"
"crawford::young";"prescott::young"
"crawford::young";"thomas::young"
"crawford::young";"william::young"
"harrison::young";"prescott::young"
"harrison::young";"thomas::young"
"harrison::young";"william::young"
"prescott::young";"thomas::young"
"prescott::young";"william::young"
"thomas::young";"william::young"
"henry::little";"mansfield::little"
"mansfield::noisy";"mansfield::quiet"
"crawford::disappointed";"crawford::pleasant"
"crawford::disappointed";"fanny::disappointed"
"crawford::disappointed";"fanny::pleasant"
"crawford::pleasant";"fanny::disappointed"
"crawford::pleasant";"fanny::pleasant"
"fanny::disappointed";"fanny::pleasant"
"bertram::little";"mary::little"
"henry::little";"henry::pleasing"
"fanny::grateful";"mary::grateful"
"fanny::strong";"mary::strong"
"fanny::strong";"william::strong"
"mary::strong";"william::strong"
"norris::glad";"norris::happy"
"norris::glad";"norris::little"
"norris::happy";"norris::little"
"crawford::good";"crawford::serious"
"norris::delighted";"thomas::delighted"
"crawford::excited";"crawford::little"
"crawford::excited";"crawford::open"
"crawford::excited";"crawford::serious"
"crawford::little";"crawford::open"
"crawford::little";"crawford::serious"
"crawford::open";"crawford::serious"
"crawford::amazing";"crawford::mean"
"crawford::mean";"thomas::mean"
"crawford::ashamed";"fanny::ashamed"
"crawford::cool";"crawford::little"
"crawford::cool";"crawford::young"
"norris::kind";"thomas::kind"
"fanny::independent";"fanny::little"
"norris::private";"thomas::private"
"norris::trusted";"thomas::trusted"
"norris::good";"thomas::good"
"baddeley::mean";"thomas::mean"
"thomas::great";"thomas::loving"
"thomas::great";"thomas::secure"
"thomas::great";"thomas::short"
"thomas::loving";"thomas::secure"
"thomas::loving";"thomas::short"
"thomas::secure";"thomas::short"
"crawford::good";"crawford::great"
"crawford::good";"crawford::nervous"
"crawford::great";"crawford::nervous"
"crawford::desirable";"fanny::desirable"
"fanny::great";"thomas::great"
"crawford::neglected";"fanny::neglected"
"crawford::neglected";"julia::neglected"
"fanny::neglected";"julia::neglected"
"edmund::little";"fanny::little"
"crawford::short";"edmund::short"
"edmund::hard";"fanny::hard"
"edmund::familiar";"shakespeare::familiar"
"edmund::determined";"edmund::expressive"
"edmund::determined";"fanny::expressive"
"edmund::expressive";"fanny::determined"
"edmund::expressive";"fanny::expressive"
"fanny::determined";"fanny::expressive"
"fanny::giving";"fanny::great"
"fanny::giving";"fanny::natural"
"fanny::giving";"fanny::ordinary"
"fanny::giving";"fanny::proper"
"fanny::giving";"fanny::sensible"
"fanny::giving";"fanny::young"
"fanny::great";"fanny::natural"
"fanny::great";"fanny::ordinary"
"fanny::great";"fanny::proper"
"fanny::great";"fanny::sensible"
"fanny::great";"fanny::young"
"fanny::natural";"fanny::ordinary"
"fanny::natural";"fanny::proper"
"fanny::natural";"fanny::sensible"
"fanny::natural";"fanny::young"
"fanny::ordinary";"fanny::proper"
"fanny::ordinary";"fanny::sensible"
"fanny::ordinary";"fanny::young"
"fanny::proper";"fanny::sensible"
"fanny::proper";"fanny::young"
"fanny::sensible";"fanny::young"
"crawford::gentle";"crawford::modest"
"crawford::gentle";"edmund::gentle"
"crawford::gentle";"edmund::modest"
"crawford::gentle";"fanny::gentle"
"crawford::gentle";"fanny::modest"
"crawford::modest";"edmund::gentle"
"crawford::modest";"edmund::modest"
"crawford::modest";"fanny::gentle"
"crawford::modest";"fanny::modest"
"edmund::gentle";"edmund::modest"
"edmund::gentle";"fanny::gentle"
"edmund::gentle";"fanny::modest"
"edmund::modest";"fanny::gentle"
"edmund::modest";"fanny::modest"
"fanny::gentle";"fanny::modest"
"crawford::anxious";"thomas::anxious"
"fanny::warm";"shakespeare::warm"
"maria::poor";"maria::short"
"maria::poor";"rushworth::poor"
"maria::poor";"rushworth::short"
"maria::short";"rushworth::poor"
"rushworth::poor";"rushworth::short"
"maria::#-surprised";"maria::capable"
"grant::little";"grant::satisfied"
"grant::little";"grant::warm-hearted"
"grant::little";"henry::little"
"grant::little";"henry::satisfied"
"grant::little";"henry::warm-hearted"
"grant::satisfied";"grant::warm-hearted"
"grant::satisfied";"henry::little"
"grant::satisfied";"henry::satisfied"
"grant::satisfied";"henry::warm-hearted"
"grant::warm-hearted";"henry::little"
"grant::warm-hearted";"henry::satisfied"
"grant::warm-hearted";"henry::warm-hearted"
"henry::little";"henry::satisfied"
"henry::little";"henry::warm-hearted"
"henry::satisfied";"henry::warm-hearted"
"crawford::bitter";"crawford::evil"
"crawford::bitter";"crawford::open"
"crawford::evil";"crawford::open"
"fanny::satisfied";"xxxvi_edmund::satisfied"
"crawford::agreeable";"crawford::familiar"
"edmund::young";"fanny::young"
"crawford::evil";"crawford::strong"
"edmund::excellent";"fanny::excellent"
"edmund::excellent";"lady_bertram::excellent"
"edmund::excellent";"norris::excellent"
"edmund::excellent";"thomas::excellent"
"edmund::excellent";"tom::excellent"
"fanny::excellent";"lady_bertram::excellent"
"fanny::excellent";"norris::excellent"
"fanny::excellent";"thomas::excellent"
"fanny::excellent";"tom::excellent"
"lady_bertram::excellent";"norris::excellent"
"lady_bertram::excellent";"thomas::excellent"
"lady_bertram::excellent";"tom::excellent"
"norris::excellent";"thomas::excellent"
"thomas::excellent";"tom::excellent"
"fraser::certain";"fraser::thorough"
"fraser::certain";"grant::certain"
"fraser::certain";"grant::thorough"
"fraser::certain";"janet::certain"
"fraser::certain";"janet::thorough"
"fraser::certain";"margaret::certain"
"fraser::certain";"margaret::thorough"
"fraser::thorough";"grant::certain"
"fraser::thorough";"grant::thorough"
"fraser::thorough";"janet::certain"
"fraser::thorough";"janet::thorough"
"fraser::thorough";"margaret::certain"
"fraser::thorough";"margaret::thorough"
"grant::certain";"grant::thorough"
"grant::certain";"janet::certain"
"grant::certain";"janet::thorough"
"grant::certain";"margaret::certain"
"grant::certain";"margaret::thorough"
"grant::thorough";"janet::certain"
"grant::thorough";"janet::thorough"
"grant::thorough";"margaret::certain"
"grant::thorough";"margaret::thorough"
"janet::certain";"janet::thorough"
"janet::certain";"margaret::certain"
"janet::certain";"margaret::thorough"
"janet::thorough";"margaret::certain"
"janet::thorough";"margaret::thorough"
