"" "#-afraid" "#-agreeable" "#-angry" "#-beautiful" "#-capable" "#-cheerful" "#-difficult" "#-good" "#-happy" "#-little" "#-loud" "#-mean" "#-old" "#-pretty" "#-proud" "#-satisfied" "#-tired" "#-young" "abusive" "accomplished" "active" "admirable" "adventurous" "affectionate" "afraid" "aggravating" "agreeable" "alone" "amazing" "ambitious" "amusing" "angry" "anxious" "appealing" "argumentative" "arrogant" "artificial" "artistic" "ashamed" "attentive" "attractive" "average" "awake" "awful" "awkward" "bad" "bashful" "beautiful" "big" "bitter" "blind" "bold" "bored" "brave" "bright" "brilliant" "busy" "calm" "capable" "careful" "careless" "casual" "certain" "charming" "cheap" "cheerful" "childish" "chubby" "clean" "clever" "clumsy" "cold" "comfortable" "comical" "compassionate" "competent" "complicated" "conceited" "concerned" "confident" "confused" "confusing" "conscientious" "considerate" "consistent" "cool" "corrupt" "courageous" "cranky" "crazy" "critical" "cruel" "curious" "dangerous" "daring" "decent" "defensive" "delighted" "delightful" "dependent" "depressed" "desirable" "determined" "devoted" "difficult" "direct" "disappointed" "disgusting" "dishonest" "disrespectful" "distinguished" "disturbed" "dominant" "dumb" "eager" "elderly" "embarrassed" "encouraged" "encouraging" "entertaining" "enthusiastic" "evil" "excellent" "excited" "exciting" "exhausted" "expressive" "extraordinary" "fair" "faithful" "familiar" "famous" "fascinating" "fat" "feminine" "fine" "firm" "foolish" "forgetful" "forgiving" "fortunate" "friendly" "furious" "generous" "gentle" "genuine" "gifted" "glad" "good" "graceful" "gracious" "grateful" "great" "greedy" "grumpy" "handsome" "happy" "hard" "harmless" "healthy" "helpful" "helpless" "honest" "hopeful" "humorous" "ignorant" "imaginative" "impatient" "important" "impressive" "inconsiderate" "independent" "inexperienced" "influential" "innocent" "insane" "intellectual" "interested" "interesting" "involved" "irritable" "jealous" "joyful" "kind" "lazy" "liberal" "little" "lively" "logical" "lonely" "loud" "lovely" "loving" "loyal" "lucky" "masculine" "mature" "mean" "modest" "moody" "motherly" "natural" "neat" "needy" "negative" "neglected" "nervous" "nice" "obnoxious" "observant" "offensive" "old" "open" "ordinary" "original" "outspoken" "outstanding" "passionate" "pathetic" "patient" "peaceful" "plain" "playful" "pleasant" "pleased" "pleasing" "polite" "poor" "popular" "positive" "powerful" "practical" "presentable" "pretty" "private" "professional" "prominent" "prompt" "proper" "prosperous" "proud" "punctual" "quiet" "reasonable" "rebellious" "relaxed" "religious" "remarkable" "respectable" "respectful" "responsible" "rich" "ridiculous" "romantic" "rough" "rude" "sad" "sarcastic" "satisfied" "scared" "secure" "selfish" "sensible" "sensitive" "sentimental" "serious" "shallow" "short" "shy" "sincere" "skilled" "sleepy" "slender" "sloppy" "smart" "social" "spoiled" "stable" "strange" "strict" "strong" "stubborn" "stupid" "successful" "surprised" "suspicious" "sweet" "sympathetic" "talkative" "tall" "terrible" "terrific" "thankful" "thin" "thorough" "thoughtful" "thoughtless" "tiny" "tired" "tough" "troubled" "trusted" "uncomfortable" "uneducated" "unemployed" "unhappy" "unlucky" "unreasonable" "unusual" "useful" "violent" "warm" "weak" "well" "wise" "wonderful" "worthy" "young" "valuable" "youthful" "superstitious" "truthful" "wasteful" "talented"
"rich" 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 3 0 3 3 1 0 0 1 4 0 0 0 0 0 0 0 0 0 0 1 0 1 0 3 0 0 1 0 0 0 2 0 2 1 1 0 1 0 3 0 0 1 0 0 1 2 0 2 1 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 2 1 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 2 1 1 1 0 0 0 0 4 0 3 0 0 0 0 0 0 1 0 0 5 8 0 1 0 7 0 0 3 3 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 11 4 0 0 0 0 0 0 0 0 0 0 1 1 0 1 7 0 0 0 0 0 4 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 1 4 1 0 0 0 0 0 0 1 0 0 1 0 2 0 0 0 0 0 3 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 3 0 0 1 0 0 0 2 0 1 2 3 0 1 2 9 0 0 0 0 0 0
"ridiculous" 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 2 4 2 6 0 0 0 0 1 2 1 0 0 0 0 0 0 0 0 2 0 0 4 0 3 0 0 2 2 0 0 2 0 0 0 0 2 0 0 1 1 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 3 1 0 0 0 0 1 2 0 0 0 0 0 1 1 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 0 0 2 0 0 1 2 4 0 0 1 1 0 1 1 0 0 6 11 1 1 2 11 0 0 1 6 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 4 0 0 0 1 0 0 2 0 3 0 0 17 0 0 0 0 1 1 0 0 0 0 0 0 0 0 2 1 0 0 0 1 0 0 0 0 10 1 1 0 1 0 1 0 0 0 1 1 0 1 0 0 8 0 0 0 1 0 5 1 3 1 0 1 1 1 0 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 3 0 0 5 0 4 0 0 0 0 0 0 0 0 0 0 3 0 2 0 5 1 6 0 1 0 0 1 0 0 1 1 0 2 1 0 1 0 0 0 1 0 1 4 2 0 0 0 1 1 1 2 0 0 0 5 0 0 0 0 0 0
"romantic" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 3 0 0 0 0 0 2 0 0 0 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 5 0 1 1 3 0 0 1 0 0 0 0 0 0 0 0 0 2 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 2 1 0 6 1 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 6 2 0 0 0 0 0 1 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 1 0 0 0 0 0 1 3 0 2 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 1 2 0 2 0 1 0 0 0 0
"rough" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 5 0 0 3 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 2 1 0 0 5 0 1 6 0 2 2 0 0 1 1 3 0 0 1 3 0 1 2 0 4 2 1 0 0 0 0 2 0 1 0 1 0 0 0 0 0 0 0 0 0 3 1 0 0 1 4 2 1 0 1 0 0 2 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 3 2 2 1 2 0 0 0 0 6 0 3 0 0 0 3 0 2 4 1 0 6 18 0 0 3 18 0 0 5 9 6 0 0 0 1 3 1 0 2 0 1 0 1 0 0 0 1 1 0 0 2 0 0 0 0 2 8 2 0 25 0 0 2 0 1 5 0 1 0 0 0 0 0 0 3 1 0 0 0 1 2 0 0 0 15 7 1 0 0 0 1 0 2 0 4 0 4 3 0 2 11 1 0 0 1 0 6 1 0 1 1 0 0 4 0 5 0 1 0 1 1 1 0 0 2 0 1 0 1 1 0 0 0 0 0 0 1 0 1 1 7 3 0 0 1 0 0 0 0 0 0 3 0 5 0 0 0 2 0 2 0 1 1 2 0 5 1 0 1 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 1 3 1 1 2 0 6 0 0 0 0 0 0
"rude" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 4 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 1 2 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"sad" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 4 0 5 0 0 1 1 0 0 5 0 0 3 0 0 0 0 4 0 0 2 2 0 0 1 0 2 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 1 0 0 0 2 0 2 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 1 0 0 0 3 0 0 0 0 0 0 0 0 2 0 0 2 6 0 0 2 7 0 0 1 4 3 0 0 0 0 1 0 0 1 1 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0 0 2 0 0 13 0 0 4 1 0 0 0 0 0 0 1 1 0 0 3 1 0 0 0 1 1 0 1 0 14 2 1 0 0 0 0 0 0 1 0 0 1 0 0 0 5 0 0 0 1 0 2 1 0 0 0 0 0 2 0 6 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 3 2 0 0 1 0 2 0 0 0 0 0 0 0 0 0 1 3 0 3 0 0 0 2 0 2 0 0 2 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 4 1 1 0 1 2 0 0 3 0 0 0 4 1 1 0 0 0 0
"sarcastic" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"satisfied" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 6 0 2 0 0 1 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 4 1 1 0 0 0 0 0 0 3 0 2 0 1 0 0 0 3 0 0 1 0 0 0 1 0 1 1 1 0 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 2 3 0 0 1 0 4 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 2 0 1 1 1 1 0 0 1 1 2 0 0 0 1 1 0 0 0 0 2 15 0 1 1 8 0 0 2 5 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 14 2 0 0 0 1 1 0 0 0 0 0 0 0 0 4 1 0 0 0 1 0 0 0 0 9 4 0 0 0 0 1 0 0 0 1 0 4 3 0 0 2 0 0 0 1 0 6 0 3 0 0 0 1 4 0 5 1 1 0 0 2 2 1 1 0 1 0 0 0 0 0 0 0 0 1 0 1 1 4 0 6 0 0 0 1 1 0 0 0 0 0 2 0 2 0 1 0 0 1 3 0 0 0 3 0 1 2 0 1 0 1 1 0 1 0 1 0 0 3 0 0 1 2 0 0 3 2 1 3 0 4 0 0 0 0 0 0
"scared" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 1 0 0 1 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 2 3 0 1 0 3 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 3 2 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0
"secure" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0
"selfish" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 1 3 0 4 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 2 0 4 0 0 1 1 0 1 1 0 0 1 0 0 0 0 3 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 1 2 0 0 0 2 3 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 0 2 1 0 0 2 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 1 8 0 0 0 8 0 0 1 1 3 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 1 0 0 1 0 0 10 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 8 1 1 0 0 0 0 0 1 0 1 0 4 0 0 0 5 0 0 0 0 0 2 3 1 0 0 1 0 3 0 4 0 0 0 1 0 0 0 1 0 1 0 0 0 3 0 1 0 0 0 0 0 0 1 0 4 0 1 0 1 0 0 0 0 0 0 2 0 1 0 0 0 2 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 2 1 0 0 2 0 0 0 3 1 1 0 5 0 1 0 0 0 0
"sensible" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 3 6 1 5 7 1 0 0 1 3 1 1 0 0 0 2 1 0 0 2 4 0 4 0 7 2 2 1 2 0 2 7 0 1 2 1 0 0 0 5 1 1 5 2 0 0 2 0 2 4 0 3 0 1 0 0 0 1 0 0 3 0 1 0 0 0 0 0 2 2 1 0 1 0 2 3 0 2 0 0 1 4 0 0 0 1 0 1 0 0 1 0 2 1 0 0 0 0 0 1 0 1 0 3 1 0 1 0 1 0 0 0 1 0 2 0 0 0 1 0 0 3 2 0 5 20 0 2 1 22 0 0 1 9 3 0 0 0 0 0 1 0 2 0 0 3 2 0 1 0 0 5 0 0 1 1 0 0 1 1 4 1 0 23 1 0 4 0 0 0 0 0 0 0 1 3 0 0 4 1 0 0 0 0 0 0 0 0 19 5 1 1 0 0 1 0 1 0 2 0 2 2 1 0 10 0 1 0 2 0 2 0 1 1 0 1 0 4 1 5 1 0 0 0 1 1 2 0 1 3 1 0 1 2 0 0 0 0 0 0 1 0 3 0 6 0 1 0 1 0 0 1 0 0 0 4 0 7 0 1 1 2 0 3 0 0 1 2 0 1 1 0 0 1 0 2 0 2 0 2 0 0 3 2 1 1 3 3 1 2 3 2 1 1 12 0 1 0 0 0 0
"sensitive" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 7 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 1 2 0 0 2 0 0 0 0 0 1 0 1 1 0 0 1 1 0 3 1 0 0 1 0 4 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 4 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 1 0 0 0 0 2 0 0 0 0 1 1 0 0 2 0 0 4 9 0 0 0 4 0 0 0 6 0 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 10 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 10 1 0 0 0 0 0 0 0 0 1 0 3 2 0 0 6 0 1 0 1 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 1 0 9 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 0 1 0 0 0 0 0 2 1 0 0 0 1 1 0 0 0 3 0 0 0 1 0 0 1 1 0 1 2 0 1 0 6 0 0 0 0 0 0
"sentimental" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 3 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"serious" 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 5 8 2 4 3 0 0 0 2 3 0 0 0 0 0 2 1 0 0 0 2 0 4 0 2 1 1 2 2 0 0 9 0 1 1 1 1 0 0 5 1 0 3 3 0 0 1 0 1 4 1 0 1 0 0 1 1 2 0 0 3 0 0 0 0 1 0 0 4 0 0 0 0 0 4 4 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 2 0 0 0 5 1 3 0 1 3 0 0 2 1 5 0 0 0 1 0 0 4 1 0 5 19 0 1 3 15 0 0 2 7 2 0 0 0 1 1 0 0 1 0 0 0 0 0 1 3 0 1 0 0 2 1 0 0 1 0 5 1 0 22 1 0 1 0 1 1 0 1 1 0 0 3 0 0 5 1 0 0 0 1 1 0 0 0 15 3 0 0 0 0 2 0 1 1 5 1 4 2 0 0 9 0 1 0 4 0 7 1 1 0 0 0 1 0 0 5 3 0 0 0 1 1 1 0 0 5 1 1 0 1 0 4 1 0 1 3 1 0 0 0 9 0 0 0 0 1 0 0 0 0 1 3 0 4 0 2 0 3 0 3 0 0 1 0 1 1 2 0 1 1 1 3 0 1 0 2 0 0 4 1 0 0 1 1 2 1 1 1 3 0 10 0 0 0 0 0 0
"shallow" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"short" 0 1 1 0 0 0 1 1 1 2 0 0 2 0 1 1 0 1 0 0 1 2 0 10 39 2 16 2 2 1 1 5 15 0 1 0 1 0 13 4 1 0 0 7 1 23 3 17 2 2 6 6 0 3 22 1 11 6 3 2 3 0 22 4 2 10 8 0 4 5 0 14 7 2 2 1 1 0 3 3 5 0 1 1 1 3 1 0 0 1 0 6 4 1 0 2 1 13 6 0 1 2 3 5 9 1 1 1 0 0 3 0 0 3 3 4 2 1 0 0 1 4 10 2 1 1 4 15 6 2 12 2 1 3 1 16 1 3 1 0 4 11 0 5 8 1 0 28 78 1 3 9 67 0 0 12 38 12 0 2 1 2 7 7 0 3 2 4 6 3 1 0 4 1 7 0 0 3 1 0 0 4 0 13 3 0 104 3 0 1 1 6 2 0 1 1 1 3 8 1 1 20 2 1 1 1 5 6 1 2 1 83 17 6 6 1 0 1 1 3 0 8 1 20 12 0 1 45 0 1 0 6 1 15 9 7 1 1 3 1 9 1 18 3 1 0 3 8 5 3 2 4 4 1 7 1 2 0 6 0 1 4 6 9 0 9 1 0 1 2 0 4 1 0 0 3 1 2 12 1 16 0 2 0 17 5 15 0 1 6 5 3 9 5 1 10 2 1 8 0 0 0 14 0 0 11 4 1 1 7 6 7 4 15 2 9 9 47 1 4 0 0 1 0
"shy" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 2 0 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 2 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 2 2 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 1 1 0 0 3 6 0 0 0 5 0 0 1 3 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 1 0 0 0 8 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 1 1 0 0 0 0 0 0 1 0 1 0 1 3 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 2 0 3 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 4 0 0 0 0 0 0
