"anne_page::which";"hugh_evans::which"
"mrs_varden::fortune";"mrs_varden::which"
"chester::which";"emma::which"
"chester::which";"emma::you"
"chester::you";"emma::which"
"chester::you";"emma::you"
"emma::which";"emma::you"
"joseph_willet::indifferent";"mrs_varden::indifferent"
"joseph_willet::indifferent";"ned::indifferent"
"joseph_willet::indifferent";"varden::indifferent"
"mrs_varden::indifferent";"ned::indifferent"
"mrs_varden::indifferent";"varden::indifferent"
"ned::indifferent";"varden::indifferent"
"joseph_willet::dare";"joseph_willet::like"
"joseph_willet::dare";"mrs_varden::dare"
"joseph_willet::dare";"mrs_varden::like"
"joseph_willet::like";"mrs_varden::dare"
"joseph_willet::like";"mrs_varden::like"
"mrs_varden::dare";"mrs_varden::like"
"mrs_rudge::better";"mrs_varden::better"
"chester::led";"chester::you"
"edward::striking";"mrs_varden::striking"
"chester::which";"dolly::which"
"chester::which";"miggs::which"
"dolly::which";"miggs::which"
"dolly::you";"mrs_varden::your"
"dolly::your";"mrs_varden::you"
"dolly::your";"mrs_varden::your"
"mrs_varden::you";"mrs_varden::your"
"chester::like";"dolly::like"
"chester::like";"miggs::like"
"dolly::like";"miggs::like"
"mrs_varden::ill";"mrs_varden::you"
"dolly::dare";"dolly::you"
"chester::matron";"mrs_varden::matron"
"chester::receipt";"mrs_varden::receipt"
"chester::reached";"mrs_varden::reached"
"hugh::like";"hugh::which"
"chester::better";"chester::you"
"chester::you";"hugh::you"
"joe::about";"joe::which"
"chester::better";"varden::better"
"chester::you";"varden::you"
"chester::which";"hugh::which"
"chester::looking";"hugh::looking"
"chester::looking";"hugh::you"
"chester::you";"hugh::looking"
"hugh::looking";"hugh::you"
"hugh::which";"hugh::you"
"hugh::which";"willet::which"
"hugh::which";"willet::you"
"hugh::you";"willet::which"
"hugh::you";"willet::you"
"willet::which";"willet::you"
"hugh::bushy";"hugh::led"
"chester::better";"john::better"
"chester::better";"maypole_hugh::better"
"chester::better";"willet::better"
"john::better";"maypole_hugh::better"
"john::better";"willet::better"
"maypole_hugh::better";"willet::better"
"chester::about";"chester::looking"
"willet::broad";"willet::chin"
"willet::broad";"willet::nearest"
"willet::broad";"willet::which"
"willet::chin";"willet::nearest"
"willet::chin";"willet::which"
"willet::nearest";"willet::which"
"chester::looking";"ned::looking"
"chester::looking";"ned::you"
"chester::you";"ned::looking"
"ned::looking";"ned::you"
"chester::you";"edward::you"
"chester::better";"edward::better"
"chester::impulse";"chester::you"
"chester::impulse";"edward::impulse"
"chester::impulse";"edward::you"
"chester::you";"edward::impulse"
"edward::impulse";"edward::you"
"chester::receipt";"chester::truth"
"chester::receipt";"chester::which"
"chester::receipt";"chester::you"
"chester::receipt";"edward::receipt"
"chester::receipt";"edward::truth"
"chester::receipt";"edward::which"
"chester::receipt";"edward::you"
"chester::truth";"chester::which"
"chester::truth";"chester::you"
"chester::truth";"edward::receipt"
"chester::truth";"edward::truth"
"chester::truth";"edward::which"
"chester::truth";"edward::you"
"chester::which";"edward::receipt"
"chester::which";"edward::truth"
"chester::which";"edward::which"
"chester::which";"edward::you"
"chester::you";"edward::receipt"
"chester::you";"edward::truth"
"chester::you";"edward::which"
"edward::receipt";"edward::truth"
"edward::receipt";"edward::which"
"edward::receipt";"edward::you"
"edward::truth";"edward::which"
"edward::truth";"edward::you"
"edward::which";"edward::you"
"john::about";"john::fathers"
"john::about";"john::sort"
"john::about";"willet::about"
"john::about";"willet::fathers"
"john::about";"willet::like"
"john::about";"willet::sort"
"john::about";"willet::which"
"john::fathers";"john::like"
"john::fathers";"john::sort"
"john::fathers";"john::which"
"john::fathers";"willet::about"
"john::fathers";"willet::fathers"
"john::fathers";"willet::like"
"john::fathers";"willet::sort"
"john::fathers";"willet::which"
"john::like";"john::sort"
"john::like";"willet::about"
"john::like";"willet::fathers"
"john::like";"willet::like"
"john::like";"willet::sort"
"john::like";"willet::which"
"john::sort";"john::which"
"john::sort";"willet::about"
"john::sort";"willet::fathers"
"john::sort";"willet::like"
"john::sort";"willet::sort"
"john::sort";"willet::which"
"john::which";"willet::about"
"john::which";"willet::fathers"
"john::which";"willet::like"
"john::which";"willet::sort"
"john::which";"willet::which"
"willet::about";"willet::fathers"
"willet::about";"willet::like"
"willet::about";"willet::sort"
"willet::about";"willet::which"
"willet::fathers";"willet::like"
"willet::fathers";"willet::sort"
"willet::fathers";"willet::which"
"willet::like";"willet::sort"
"willet::like";"willet::which"
"willet::sort";"willet::which"
"joe::you";"john::your"
"joe::your";"john::you"
"joe::your";"john::your"
"brayvo::you";"john::you"
"cobb::remark";"cobb::sort"
"cobb::remark";"joe::remark"
"cobb::remark";"joe::sort"
"cobb::sort";"joe::remark"
"cobb::sort";"joe::sort"
"joe::remark";"joe::sort"
"joe::looking";"joe::you"
"joe::looking";"willet::looking"
"joe::looking";"willet::you"
"joe::you";"willet::looking"
"joe::you";"willet::you"
"willet::looking";"willet::you"
"willet::guinea";"willet::pay"
"joe::faintly";"joe::you"
"dolly::like";"joe::like"
"varden::about";"varden::end"
"varden::about";"varden::like"
"varden::end";"varden::like"
"dolly::sort";"dolly::you"
"dolly::sort";"joe::sort"
"dolly::sort";"joe::you"
"dolly::you";"joe::sort"
"joe::sort";"joe::you"
"dolly::like";"dolly::putting"
"dolly::like";"joe::putting"
"dolly::putting";"joe::like"
"dolly::putting";"joe::putting"
"joe::like";"joe::putting"
"crooked_billet::regaled";"joe::regaled"
"crooked_billet::which";"joe::which"
"edward_chester::about";"joe::about"
"edward_chester::wine";"joe::wine"
"chester::engaging";"edward::engaging"
"chester::about";"chester::which"
"chester::about";"edward::about"
"chester::about";"edward::which"
"chester::about";"edward::you"
"chester::about";"ned::which"
"chester::which";"edward::about"
"chester::which";"ned::about"
"chester::which";"ned::which"
"chester::which";"ned::you"
"chester::you";"edward::about"
"chester::you";"ned::which"
"edward::about";"edward::which"
"edward::about";"edward::you"
"edward::about";"ned::about"
"edward::about";"ned::which"
"edward::about";"ned::you"
"edward::which";"ned::about"
"edward::which";"ned::which"
"edward::which";"ned::you"
"edward::you";"ned::about"
"edward::you";"ned::which"
"ned::about";"ned::which"
"ned::which";"ned::you"
"cobb::perpetual";"cobb::sentiment"
"cobb::perpetual";"john_willet::perpetual"
"cobb::perpetual";"john_willet::sentiment"
"cobb::perpetual";"parkes::perpetual"
"cobb::perpetual";"parkes::sentiment"
"cobb::sentiment";"john_willet::perpetual"
"cobb::sentiment";"john_willet::sentiment"
"cobb::sentiment";"parkes::perpetual"
"cobb::sentiment";"parkes::sentiment"
"john_willet::perpetual";"john_willet::sentiment"
"john_willet::perpetual";"parkes::perpetual"
"john_willet::perpetual";"parkes::sentiment"
"john_willet::sentiment";"parkes::perpetual"
"john_willet::sentiment";"parkes::sentiment"
"parkes::perpetual";"parkes::sentiment"
"parkes::end";"parkes::which"
"joseph::which";"willet::which"
"willet::its";"willet::runaways"
"willet::its";"willet::which"
"willet::runaways";"willet::which"
"john::like";"john::looking"
"parkes::looking";"tom_cobb::looking"
"parkes::looking";"willet::looking"
"tom_cobb::looking";"willet::looking"
"john::which";"parkes::which"
"cobb::rather";"phil_parkes::rather"
"cobb::rather";"solomon_daisy::rather"
"phil_parkes::rather";"solomon_daisy::rather"
"haredale::end";"solomon::end"
"haredale::end";"warren::end"
"solomon::end";"warren::end"
"hugh::steady";"hugh::you"
"hugh::steady";"willet::steady"
"hugh::steady";"willet::you"
"hugh::you";"willet::steady"
"willet::steady";"willet::you"
"hugh::reference";"john::reference"
"john::looking";"reuben::looking"
"hugh::looking";"john::looking"
"hugh::looking";"john::you"
"hugh::you";"john::looking"
"hugh::you";"john::you"
"john::looking";"john::you"
"willet::dangerous";"willet::days"
"willet::pulled";"willet::which"
"haredale::you";"john::your"
"haredale::you";"willet::your"
"haredale::your";"john::you"
"haredale::your";"john::your"
"haredale::your";"willet::you"
"haredale::your";"willet::your"
"john::you";"willet::you"
"john::you";"willet::your"
"john::your";"willet::you"
"john::your";"willet::your"
"willet::you";"willet::your"
"haredale::looking";"hugh::looking"
"haredale::ill";"solomon::ill"
"haredale::ill";"willet::ill"
"solomon::ill";"willet::ill"
"haredale::end";"willet::end"
"solomon::end";"willet::end"
"haredale::fears";"solomon::fears"
"haredale::fears";"willet::fears"
"solomon::fears";"willet::fears"
"haredale::about";"haredale::its"
"haredale::about";"haredale::you"
"haredale::about";"hugh::about"
"haredale::about";"hugh::its"
"haredale::about";"hugh::you"
"haredale::about";"john::about"
"haredale::about";"john::its"
"haredale::about";"john::you"
"haredale::its";"haredale::you"
"haredale::its";"hugh::about"
"haredale::its";"hugh::its"
"haredale::its";"hugh::you"
"haredale::its";"john::about"
"haredale::its";"john::its"
"haredale::its";"john::you"
"haredale::you";"hugh::about"
"haredale::you";"hugh::its"
"haredale::you";"hugh::you"
"haredale::you";"john::about"
"haredale::you";"john::its"
"hugh::about";"hugh::its"
"hugh::about";"hugh::you"
"hugh::about";"john::about"
"hugh::about";"john::its"
"hugh::about";"john::you"
"hugh::its";"hugh::you"
"hugh::its";"john::about"
"hugh::its";"john::its"
"hugh::its";"john::you"
"hugh::you";"john::about"
"hugh::you";"john::its"
"john::its";"john::you"
"haredale::entrance";"hugh::entrance"
"haredale::entrance";"john::entrance"
"hugh::entrance";"john::entrance"
"hugh::nearest";"john_willet::nearest"
"hugh::abreast";"john_willet::abreast"
"hugh::which";"john_willet::which"
"mary::like";"mary::wet"
"mary::like";"queen_elizabeth::like"
"mary::like";"queen_elizabeth::wet"
"mary::wet";"queen_elizabeth::like"
"mary::wet";"queen_elizabeth::wet"
"queen_elizabeth::like";"queen_elizabeth::wet"
"willet::ample";"willet::spoken"
"willet::ample";"willet::which"
"willet::spoken";"willet::which"
"hugh::you";"john_grueby::you"
"john_grueby::end";"john_grueby::its"
"john_grueby::end";"john_grueby::striking"
"john_grueby::its";"john_grueby::striking"
"hugh::led";"hugh::silence"
"willet::about";"willet::curl"
"hugh::which";"john_grueby::which"
"hugh::which";"john::which"
"john_grueby::which";"john::which"
"john_grueby::looking";"queen_besses::looking"
"gordon::about";"gordon::indoors"
"gordon::about";"gordon::like"
"gordon::indoors";"gordon::like"
"george::occupation";"george::which"
"gashford::broad";"gashford::entrance"
"gashford::broad";"george::broad"
"gashford::broad";"george::entrance"
"gashford::entrance";"george::broad"
"gashford::entrance";"george::entrance"
"george::broad";"george::entrance"
"gashford::inkstand";"gashford::which"
"george::copper";"mrs_varden::copper"
"mrs_varden::you";"tappertit::you"
"gashford::rather";"gashford::which"
"george::apparent";"george::vanity"
"george_gordon::its";"george_gordon::which"
"gashford::which";"george::which"
"george::about";"george::idlers"
"george::about";"john_grueby::about"
"george::about";"john_grueby::idlers"
"george::about";"john_willet::about"
"george::about";"john_willet::idlers"
"george::idlers";"john_grueby::about"
"george::idlers";"john_grueby::idlers"
"george::idlers";"john_willet::about"
"george::idlers";"john_willet::idlers"
"john_grueby::about";"john_grueby::idlers"
"john_grueby::about";"john_willet::about"
"john_grueby::about";"john_willet::idlers"
"john_grueby::idlers";"john_willet::about"
"john_grueby::idlers";"john_willet::idlers"
"john_willet::about";"john_willet::idlers"
"george_gordon::exterior";"george_gordon::increased"
"george_gordon::exterior";"willet::exterior"
"george_gordon::exterior";"willet::increased"
"george_gordon::increased";"willet::exterior"
"george_gordon::increased";"willet::increased"
"willet::exterior";"willet::increased"
"george_gordon::about";"george_gordon::jogged"
"george_gordon::about";"george_gordon::stuck"
"george_gordon::about";"willet::about"
"george_gordon::about";"willet::jogged"
"george_gordon::about";"willet::stuck"
"george_gordon::jogged";"george_gordon::stuck"
"george_gordon::jogged";"willet::about"
"george_gordon::jogged";"willet::jogged"
"george_gordon::jogged";"willet::stuck"
"george_gordon::stuck";"willet::about"
"george_gordon::stuck";"willet::jogged"
"george_gordon::stuck";"willet::stuck"
"willet::about";"willet::jogged"
"willet::about";"willet::stuck"
"willet::jogged";"willet::stuck"
"george_gordon::which";"willet::which"
"george::which";"gordon::which"
"gashford::which";"john_grueby::which"
"gashford::about";"gashford::its"
"gashford::about";"gashford::like"
"gashford::its";"gashford::like"
"gashford::lieu";"gashford::which"
"dennis::you";"gashford::you"
"dennis::you";"george::you"
"dennis::you";"muster_gashford::you"
"gashford::you";"george::you"
"gashford::you";"muster_gashford::you"
"george::you";"muster_gashford::you"
"muster_gashford::religion";"muster_gashford::you"
"gashford::looking";"john::looking"
"hugh::end";"hugh::frowzy"
"hugh::you";"muster_gashford::you"
"dennis::like";"dennis::which"
"dennis::like";"hugh::like"
"dennis::like";"hugh::which"
"dennis::which";"hugh::like"
"dennis::which";"hugh::which"
"dennis::fenced";"dennis::which"
"dennis::fenced";"dennis::you"
"dennis::fenced";"muster_gashford::fenced"
"dennis::fenced";"muster_gashford::which"
"dennis::fenced";"muster_gashford::you"
"dennis::which";"dennis::you"
"dennis::which";"muster_gashford::fenced"
"dennis::which";"muster_gashford::which"
"dennis::which";"muster_gashford::you"
"dennis::you";"muster_gashford::fenced"
"dennis::you";"muster_gashford::which"
"muster_gashford::fenced";"muster_gashford::which"
"muster_gashford::fenced";"muster_gashford::you"
"muster_gashford::which";"muster_gashford::you"
"dennis::which";"gashford::which"
"gashford::which";"hugh::which"
"hugh::like";"hugh::trod"
"mr_tappertit::its";"mr_tappertit::striking"
"mr_tappertit::its";"mr_tappertit::which"
"mr_tappertit::striking";"mr_tappertit::which"
"mark_gilbert::days";"tappertit::days"
"mark_gilbert::days";"thomas_curzon::days"
"tappertit::days";"thomas_curzon::days"
"mark_gilbert::like";"tappertit::like"
"mark_gilbert::like";"thomas_curzon::like"
"tappertit::like";"thomas_curzon::like"
"hugh::like";"hugh::you"
"hugh::like";"tappertit::like"
"hugh::like";"tappertit::you"
"hugh::you";"tappertit::like"
"hugh::you";"tappertit::you"
"tappertit::like";"tappertit::you"
"hugh::dislocated";"hugh::which"
"hugh::dislocated";"tappertit::dislocated"
"hugh::dislocated";"tappertit::which"
"hugh::which";"tappertit::dislocated"
"hugh::which";"tappertit::which"
"tappertit::dislocated";"tappertit::which"
"hugh::characters";"hugh::which"
"hugh::characters";"tappertit::characters"
"hugh::characters";"tappertit::which"
"hugh::which";"tappertit::characters"
"tappertit::characters";"tappertit::which"
"hugh::remark";"hugh::which"
"hugh::remark";"tappertit::remark"
"hugh::remark";"tappertit::which"
"hugh::which";"tappertit::remark"
"tappertit::remark";"tappertit::which"
"dennis::you";"tappertit::you"
"tappertit::polishing";"tappertit::you"
"jack::stopping";"tappertit::stopping"
"john::silence";"john::you"
"bruin::you";"john::you"
"gordon::cannot";"saville::cannot"
"dolly::#-sort";"mrs_varden::#-sort"
"dolly::led";"gabriel::led"
"dolly::putting";"dolly::which"
"dolly::putting";"dolly::you"
"dolly::which";"dolly::you"
"solomon::you";"solomon::your"
"dolly::which";"george_gordon::which"
"george::angel";"george::sentiment"
"george::angel";"george::steady"
"george::angel";"george::which"
"george::angel";"miggs::angel"
"george::angel";"miggs::sentiment"
"george::angel";"miggs::steady"
"george::angel";"miggs::which"
"george::angel";"mrs_varden::angel"
"george::angel";"mrs_varden::sentiment"
"george::angel";"mrs_varden::steady"
"george::angel";"mrs_varden::which"
"george::sentiment";"george::steady"
"george::sentiment";"george::which"
"george::sentiment";"miggs::angel"
"george::sentiment";"miggs::sentiment"
"george::sentiment";"miggs::steady"
"george::sentiment";"miggs::which"
"george::sentiment";"mrs_varden::angel"
"george::sentiment";"mrs_varden::sentiment"
"george::sentiment";"mrs_varden::steady"
"george::sentiment";"mrs_varden::which"
"george::steady";"george::which"
"george::steady";"miggs::angel"
"george::steady";"miggs::sentiment"
"george::steady";"miggs::steady"
"george::steady";"miggs::which"
"george::steady";"mrs_varden::angel"
"george::steady";"mrs_varden::sentiment"
"george::steady";"mrs_varden::steady"
"george::steady";"mrs_varden::which"
"george::which";"miggs::angel"
"george::which";"miggs::sentiment"
"george::which";"miggs::steady"
"george::which";"miggs::which"
"george::which";"mrs_varden::angel"
"george::which";"mrs_varden::sentiment"
"george::which";"mrs_varden::steady"
"george::which";"mrs_varden::which"
"miggs::angel";"miggs::sentiment"
"miggs::angel";"miggs::steady"
"miggs::angel";"miggs::which"
"miggs::angel";"mrs_varden::angel"
"miggs::angel";"mrs_varden::sentiment"
"miggs::angel";"mrs_varden::steady"
"miggs::angel";"mrs_varden::which"
"miggs::sentiment";"miggs::steady"
"miggs::sentiment";"miggs::which"
"miggs::sentiment";"mrs_varden::angel"
"miggs::sentiment";"mrs_varden::sentiment"
"miggs::sentiment";"mrs_varden::steady"
"miggs::sentiment";"mrs_varden::which"
"miggs::steady";"miggs::which"
"miggs::steady";"mrs_varden::angel"
"miggs::steady";"mrs_varden::sentiment"
"miggs::steady";"mrs_varden::steady"
"miggs::steady";"mrs_varden::which"
"miggs::which";"mrs_varden::angel"
"miggs::which";"mrs_varden::sentiment"
"miggs::which";"mrs_varden::steady"
"mrs_varden::angel";"mrs_varden::sentiment"
"mrs_varden::angel";"mrs_varden::steady"
"mrs_varden::angel";"mrs_varden::which"
"mrs_varden::sentiment";"mrs_varden::steady"
"mrs_varden::sentiment";"mrs_varden::which"
"mrs_varden::steady";"mrs_varden::which"
"dolly::better";"miggs::better"
"gabriel::which";"miggs::which"
"dolly::spirit";"mrs_varden::spirit"
"dolly::end";"miss_miggs::end"
"dolly::eminently";"mrs_varden::eminently"
"mrs_varden::looking";"varden::looking"
"dolly::its";"miggs::its"
"miggs::its";"mrs_varden::its"
"varden::about";"willet::about"
"martha::like";"martha::recollect"
"dolly::broad";"miggs::broad"
"edward::#-spoken";"mrs_varden::#-spoken"
"mr_haredale::you";"varden::you"
"hugh::about";"hugh::considering"
"hugh::about";"hugh::like"
"hugh::about";"hugh::sort"
"hugh::about";"hugh::which"
"hugh::considering";"hugh::like"
"hugh::considering";"hugh::sort"
"hugh::considering";"hugh::which"
"hugh::like";"hugh::sort"
"hugh::sort";"hugh::which"
"gabriel::silence";"gabriel::you"
"mr_haredale::its";"mr_haredale::which"
"mr_haredale::weeks";"mr_haredale::which"
"gashford::steady";"haredale::steady"
"gashford::looking";"gashford::meekly"
"gashford::beasts";"gashford::led"
"gashford::beasts";"gashford::which"
"gashford::beasts";"gashford::your"
"gashford::beasts";"haredale::beasts"
"gashford::beasts";"haredale::led"
"gashford::beasts";"haredale::which"
"gashford::beasts";"haredale::your"
"gashford::beasts";"john::beasts"
"gashford::beasts";"john::led"
"gashford::beasts";"john::which"
"gashford::beasts";"john::your"
"gashford::led";"gashford::which"
"gashford::led";"gashford::your"
"gashford::led";"haredale::beasts"
"gashford::led";"haredale::led"
"gashford::led";"haredale::which"
"gashford::led";"haredale::your"
"gashford::led";"john::beasts"
"gashford::led";"john::led"
"gashford::led";"john::which"
"gashford::led";"john::your"
"gashford::which";"gashford::your"
"gashford::which";"haredale::beasts"
"gashford::which";"haredale::led"
"gashford::which";"haredale::which"
"gashford::which";"haredale::your"
"gashford::which";"john::beasts"
"gashford::which";"john::led"
"gashford::which";"john::which"
"gashford::which";"john::your"
"gashford::your";"haredale::beasts"
"gashford::your";"haredale::led"
"gashford::your";"haredale::which"
"gashford::your";"haredale::your"
"gashford::your";"john::beasts"
"gashford::your";"john::led"
"gashford::your";"john::which"
"gashford::your";"john::your"
"haredale::beasts";"haredale::led"
"haredale::beasts";"haredale::which"
"haredale::beasts";"haredale::your"
"haredale::beasts";"john::beasts"
"haredale::beasts";"john::led"
"haredale::beasts";"john::which"
"haredale::beasts";"john::your"
"haredale::led";"haredale::which"
"haredale::led";"haredale::your"
"haredale::led";"john::beasts"
"haredale::led";"john::led"
"haredale::led";"john::which"
"haredale::led";"john::your"
"haredale::which";"haredale::your"
"haredale::which";"john::beasts"
"haredale::which";"john::led"
"haredale::which";"john::which"
"haredale::which";"john::your"
"haredale::your";"john::beasts"
"haredale::your";"john::led"
"haredale::your";"john::which"
"john::beasts";"john::led"
"john::beasts";"john::which"
"john::beasts";"john::your"
"john::led";"john::which"
"john::led";"john::your"
"john::which";"john::your"
"haredale::impulse";"haredale::which"
"george::you";"george::your"
"george::you";"haredale::you"
"george::you";"haredale::your"
"george::your";"haredale::you"
"george::your";"haredale::your"
"haredale::which";"john::you"
"haredale::you";"john::which"
"john::which";"john::you"
"john_chester::truth";"john::truth"
"george::you";"john::you"
"john_grueby::like";"john_grueby::which"
"john_grueby::like";"john::like"
"john_grueby::like";"john::which"
"john_grueby::which";"john::like"
"gashford::moonlight";"gashford::steady"
"martin::which";"saint_giles::which"
"dennis::silence";"hugh::silence"
"dennis::jest";"dennis::you"
"dennis::jest";"hugh::jest"
"dennis::jest";"hugh::you"
"dennis::you";"hugh::jest"
"dennis::you";"hugh::you"
"hugh::jest";"hugh::you"
"barnaby::like";"barnaby::limping"
"barnaby::partly";"barnaby::which"
"barnaby::biting";"barnaby::maintained"
"barnaby::biting";"barnaby::which"
"barnaby::maintained";"barnaby::which"
"barnaby::about";"barnaby::earnestness"
"barnaby::hedge";"barnaby::meekly"
"barnaby::cannot";"barnaby::you"
"barnaby::led";"barnaby::touching"
"stagg::you";"stagg::your"
"barnaby::feeble";"barnaby::which"
"barnaby::which";"polly::which"
"barnaby::silence";"grip::silence"
"john_bull::jealousy";"john_bull::possessing"
"barnaby::led";"barnaby::which"
"barnaby::reference";"barnaby::which"
"barnaby::like";"barnaby::pulled"
"barnaby::like";"gashford::like"
"barnaby::like";"gashford::pulled"
"barnaby::like";"gashford::which"
"barnaby::like";"gashford::you"
"barnaby::like";"george_gordon::like"
"barnaby::like";"george_gordon::pulled"
"barnaby::like";"george_gordon::which"
"barnaby::like";"george_gordon::you"
"barnaby::like";"george::like"
"barnaby::like";"george::pulled"
"barnaby::like";"george::which"
"barnaby::like";"george::you"
"barnaby::pulled";"barnaby::which"
"barnaby::pulled";"barnaby::you"
"barnaby::pulled";"gashford::like"
"barnaby::pulled";"gashford::pulled"
"barnaby::pulled";"gashford::which"
"barnaby::pulled";"gashford::you"
"barnaby::pulled";"george_gordon::like"
"barnaby::pulled";"george_gordon::pulled"
"barnaby::pulled";"george_gordon::which"
"barnaby::pulled";"george_gordon::you"
"barnaby::pulled";"george::like"
"barnaby::pulled";"george::pulled"
"barnaby::pulled";"george::which"
"barnaby::pulled";"george::you"
"barnaby::which";"barnaby::you"
"barnaby::which";"gashford::like"
"barnaby::which";"gashford::pulled"
"barnaby::which";"gashford::which"
"barnaby::which";"gashford::you"
"barnaby::which";"george_gordon::like"
"barnaby::which";"george_gordon::pulled"
"barnaby::which";"george_gordon::which"
"barnaby::which";"george_gordon::you"
"barnaby::which";"george::like"
"barnaby::which";"george::pulled"
"barnaby::which";"george::which"
"barnaby::which";"george::you"
"barnaby::you";"gashford::like"
"barnaby::you";"gashford::pulled"
"barnaby::you";"gashford::which"
"barnaby::you";"gashford::you"
"barnaby::you";"george_gordon::like"
"barnaby::you";"george_gordon::pulled"
"barnaby::you";"george_gordon::which"
"barnaby::you";"george_gordon::you"
"barnaby::you";"george::like"
"barnaby::you";"george::pulled"
"barnaby::you";"george::which"
"barnaby::you";"george::you"
"gashford::like";"gashford::pulled"
"gashford::like";"gashford::which"
"gashford::like";"gashford::you"
"gashford::like";"george_gordon::like"
"gashford::like";"george_gordon::pulled"
"gashford::like";"george_gordon::which"
"gashford::like";"george_gordon::you"
"gashford::like";"george::like"
"gashford::like";"george::pulled"
"gashford::like";"george::which"
"gashford::like";"george::you"
"gashford::pulled";"gashford::which"
"gashford::pulled";"gashford::you"
"gashford::pulled";"george_gordon::like"
"gashford::pulled";"george_gordon::pulled"
"gashford::pulled";"george_gordon::which"
"gashford::pulled";"george_gordon::you"
"gashford::pulled";"george::like"
"gashford::pulled";"george::pulled"
"gashford::pulled";"george::which"
"gashford::pulled";"george::you"
"gashford::which";"gashford::you"
"gashford::which";"george_gordon::like"
"gashford::which";"george_gordon::pulled"
"gashford::which";"george_gordon::which"
"gashford::which";"george_gordon::you"
"gashford::which";"george::like"
"gashford::which";"george::pulled"
"gashford::which";"george::you"
"gashford::you";"george_gordon::like"
"gashford::you";"george_gordon::pulled"
"gashford::you";"george_gordon::which"
"gashford::you";"george_gordon::you"
"gashford::you";"george::like"
"gashford::you";"george::pulled"
"gashford::you";"george::which"
"george_gordon::like";"george_gordon::pulled"
"george_gordon::like";"george_gordon::which"
"george_gordon::like";"george_gordon::you"
"george_gordon::like";"george::like"
"george_gordon::like";"george::pulled"
"george_gordon::like";"george::which"
"george_gordon::like";"george::you"
"george_gordon::pulled";"george_gordon::which"
"george_gordon::pulled";"george_gordon::you"
"george_gordon::pulled";"george::like"
"george_gordon::pulled";"george::pulled"
"george_gordon::pulled";"george::which"
"george_gordon::pulled";"george::you"
"george_gordon::which";"george_gordon::you"
"george_gordon::which";"george::like"
"george_gordon::which";"george::pulled"
"george_gordon::which";"george::which"
"george_gordon::which";"george::you"
"george_gordon::you";"george::like"
"george_gordon::you";"george::pulled"
"george_gordon::you";"george::which"
"george_gordon::you";"george::you"
"george::like";"george::pulled"
"george::like";"george::which"
"george::like";"george::you"
"george::pulled";"george::which"
"george::pulled";"george::you"
"george::which";"george::you"
"gashford::you";"gashford::your"
"george_gordon::like";"george_gordon::pace"
"barnaby::days";"barnaby::you"
"dennis::better";"dennis::led"
"dennis::better";"dennis::which"
"dennis::better";"hugh::better"
"dennis::better";"hugh::led"
"dennis::better";"hugh::which"
"dennis::better";"simon_tappertit::better"
"dennis::better";"simon_tappertit::led"
"dennis::better";"simon_tappertit::which"
"dennis::led";"dennis::which"
"dennis::led";"hugh::better"
"dennis::led";"hugh::led"
"dennis::led";"hugh::which"
"dennis::led";"simon_tappertit::better"
"dennis::led";"simon_tappertit::led"
"dennis::led";"simon_tappertit::which"
"dennis::which";"hugh::better"
"dennis::which";"hugh::led"
"dennis::which";"simon_tappertit::better"
"dennis::which";"simon_tappertit::led"
"dennis::which";"simon_tappertit::which"
"hugh::better";"hugh::led"
"hugh::better";"hugh::which"
"hugh::better";"simon_tappertit::better"
"hugh::better";"simon_tappertit::led"
"hugh::better";"simon_tappertit::which"
"hugh::led";"simon_tappertit::better"
"hugh::led";"simon_tappertit::led"
"hugh::led";"simon_tappertit::which"
"hugh::which";"simon_tappertit::better"
"hugh::which";"simon_tappertit::led"
"hugh::which";"simon_tappertit::which"
"simon_tappertit::better";"simon_tappertit::led"
"simon_tappertit::better";"simon_tappertit::which"
"simon_tappertit::led";"simon_tappertit::which"
"barnaby::dangerous";"hugh::dangerous"
"barnaby::its";"hugh::its"
"barnaby::you";"hugh::you"
"barnaby::behaviour";"dennis::behaviour"
"george::disturbance";"george::led"
"george::disturbance";"george::which"
"george::led";"george::which"
"gashford::looking";"gashford::which"
"gashford::looking";"george::looking"
"gashford::looking";"george::which"
"gashford::which";"george::looking"
"george::looking";"george::which"
"george::which";"hugh::which"
"conway::you";"george::you"
"barnaby::about";"hugh::about"
"barnaby::about";"hugh::which"
"barnaby::which";"hugh::about"
"barnaby::which";"hugh::which"
"barnaby::better";"barnaby::cheered"
"barnaby::better";"hugh::better"
"barnaby::better";"hugh::cheered"
"barnaby::cheered";"hugh::better"
"barnaby::cheered";"hugh::cheered"
"hugh::better";"hugh::cheered"
"dennis::looking";"dennis::sort"
"dennis::looking";"muster_gashford::looking"
"dennis::looking";"muster_gashford::sort"
"dennis::sort";"muster_gashford::looking"
"dennis::sort";"muster_gashford::sort"
"muster_gashford::looking";"muster_gashford::sort"
"hugh::you";"lincoln::you"
"gashford::about";"gashford::looking"
"gashford::about";"holborn::about"
"gashford::about";"holborn::looking"
"gashford::looking";"holborn::about"
"gashford::looking";"holborn::looking"
"holborn::about";"holborn::looking"
"gashford::which";"holborn::which"
"barnaby::about";"barnaby::like"
"barnaby::about";"dennis::about"
"barnaby::about";"dennis::like"
"barnaby::about";"hugh::like"
