"maria_ward::match";"thomas_bertram::match"
"norris::partner";"rushworth::cousin"
"norris::partner";"rushworth::elder"
"norris::partner";"rushworth::partner"
"norris::partner";"rushworth::was"
"norris::partner";"rushworth::were"
"norris::partner";"rushworth::wondering"
"norris::was";"norris::wondering"
"norris::was";"rushworth::cousin"
"norris::was";"rushworth::elder"
"norris::was";"rushworth::partner"
"norris::was";"rushworth::wondering"
"norris::were";"norris::wondering"
"norris::were";"rushworth::cousin"
"norris::were";"rushworth::elder"
"norris::were";"rushworth::partner"
"norris::were";"rushworth::wondering"
"norris::wondering";"rushworth::cousin"
"norris::wondering";"rushworth::elder"
"norris::wondering";"rushworth::partner"
"norris::wondering";"rushworth::was"
"norris::wondering";"rushworth::were"
"norris::wondering";"rushworth::wondering"
"rushworth::cousin";"rushworth::elder"
"rushworth::cousin";"rushworth::partner"
"rushworth::cousin";"rushworth::was"
"rushworth::cousin";"rushworth::were"
"rushworth::cousin";"rushworth::wondering"
"rushworth::elder";"rushworth::partner"
"rushworth::elder";"rushworth::was"
"rushworth::elder";"rushworth::were"
"rushworth::elder";"rushworth::wondering"
"rushworth::partner";"rushworth::was"
"rushworth::partner";"rushworth::were"
"rushworth::partner";"rushworth::wondering"
"rushworth::was";"rushworth::wondering"
"rushworth::were";"rushworth::wondering"
"fanny::was";"grant::was"
"fanny::was";"tom_bertram::was"
"edmund::herself";"fanny::herself"
"tom_bertram::him";"tom_bertram::was"
"tom_bertram::him";"tom_bertram::were"
"tom_bertram::him";"tom_bertram::wondering"
"tom_bertram::was";"tom_bertram::were"
"tom_bertram::was";"tom_bertram::wondering"
"tom_bertram::were";"tom_bertram::wondering"
"rushworth::herself";"tom::herself"
"grant::just";"grant::will"
"fanny::taking";"fanny::will"
"fanny::cousin";"fanny::impossible"
"fanny::cousin";"fanny::was"
"fanny::impossible";"fanny::was"
"bertram::called";"bertram::him"
"bertram::called";"bertram::take"
"bertram::called";"mansfield::called"
"bertram::called";"mansfield::him"
"bertram::called";"mansfield::take"
"bertram::called";"yates::called"
"bertram::called";"yates::him"
"bertram::called";"yates::take"
"bertram::him";"bertram::take"
"bertram::him";"mansfield::called"
"bertram::him";"mansfield::him"
"bertram::him";"mansfield::take"
"bertram::him";"yates::called"
"bertram::him";"yates::him"
"bertram::him";"yates::take"
"bertram::take";"mansfield::called"
"bertram::take";"mansfield::him"
"bertram::take";"mansfield::take"
"bertram::take";"yates::called"
"bertram::take";"yates::him"
"bertram::take";"yates::take"
"mansfield::called";"mansfield::him"
"mansfield::called";"mansfield::take"
"mansfield::called";"yates::called"
"mansfield::called";"yates::him"
"mansfield::called";"yates::take"
"mansfield::him";"mansfield::take"
"mansfield::him";"yates::called"
"mansfield::him";"yates::him"
"mansfield::him";"yates::take"
"mansfield::take";"yates::called"
"mansfield::take";"yates::him"
"mansfield::take";"yates::take"
"yates::called";"yates::him"
"yates::called";"yates::take"
"yates::him";"yates::take"
"yates::hardly";"yates::him"
"cassel::was";"yates::was"
"ravenshaw::impossible";"ravenshaw::take"
"ravenshaw::impossible";"ravenshaw::was"
"ravenshaw::take";"ravenshaw::was"
"ravenshaw::after";"ravenshaw::voice"
"ravenshaw::after";"ravenshaw::was"
"ravenshaw::voice";"ravenshaw::was"
"frederick::was";"henry::was"
"yates::act";"yates::him"
"yates::act";"yates::master"
"yates::act";"yates::now"
"yates::act";"yates::strongly"
"yates::act";"yates::was"
"yates::act";"yates::were"
"yates::act";"yates::who"
"yates::him";"yates::master"
"yates::him";"yates::now"
"yates::him";"yates::strongly"
"yates::him";"yates::was"
"yates::him";"yates::were"
"yates::him";"yates::who"
"yates::master";"yates::now"
"yates::master";"yates::strongly"
"yates::master";"yates::was"
"yates::master";"yates::were"
"yates::master";"yates::who"
"yates::now";"yates::strongly"
"yates::now";"yates::was"
"yates::now";"yates::were"
"yates::now";"yates::who"
"yates::strongly";"yates::was"
"yates::strongly";"yates::were"
"yates::strongly";"yates::who"
"yates::was";"yates::were"
"yates::was";"yates::who"
"yates::were";"yates::who"
"edmund::alarm";"edmund::who"
"edmund::him";"henry_crawford::him"
"edmund::him";"tom_bertram::him"
"henry_crawford::him";"tom_bertram::him"
"henry_crawford::were";"julia::were"
"henry_crawford::were";"maria::were"
"henry_crawford::were";"yates::were"
"julia::were";"yates::were"
"maria::were";"yates::were"
"lady_bertram::was";"tom::was"
"fanny::just";"lady_bertram::just"
"fanny::just";"lady_bertram::was"
"fanny::was";"lady_bertram::just"
"fanny::was";"lady_bertram::was"
"lady_bertram::just";"lady_bertram::was"
"edmund::voice";"lady_bertram::voice"
"edmund::small";"edmund::will"
"christopher_jackson::will";"jackson::will"
"christopher_jackson::will";"thomas::will"
"jackson::will";"thomas::will"
"edmund::#-act";"edmund::everybody"
"tom::take";"tom::things"
"julia::considered";"julia::was"
"julia::considered";"maria::considered"
"julia::considered";"maria::was"
"julia::was";"maria::considered"
"maria::considered";"maria::was"
"bertram::want";"bertram::was"
"bertram::want";"edmund::want"
"bertram::want";"edmund::was"
"bertram::want";"henry_crawford::want"
"bertram::want";"henry_crawford::was"
"bertram::was";"edmund::want"
"bertram::was";"edmund::was"
"bertram::was";"henry_crawford::want"
"bertram::was";"henry_crawford::was"
"edmund::want";"henry_crawford::want"
"edmund::want";"henry_crawford::was"
"edmund::was";"henry_crawford::want"
"edmund::was";"henry_crawford::was"
"henry_crawford::want";"henry_crawford::was"
"edmund::meant";"maria::meant"
"douglas::were";"macbeth::were"
"duberley::were";"pangloss::were"
"crawford::take";"yates::take"
"ravenshaw::was";"yates::was"
"baron_wildenheim::now";"baron_wildenheim::storm"
"baron_wildenheim::now";"baron_wildenheim::was"
"baron_wildenheim::storm";"baron_wildenheim::was"
"henry_crawford::take";"henry_crawford::was"
"agatha::now";"agatha::was"
"agatha::now";"agatha::were"
"agatha::now";"agatha::who"
"agatha::now";"crawford::now"
"agatha::now";"crawford::was"
"agatha::now";"crawford::were"
"agatha::now";"crawford::who"
"agatha::now";"julia::now"
"agatha::now";"julia::was"
"agatha::now";"julia::were"
"agatha::now";"julia::who"
"agatha::now";"maria::now"
"agatha::now";"maria::was"
"agatha::now";"maria::were"
"agatha::now";"maria::who"
"agatha::now";"rushworth::now"
"agatha::now";"rushworth::was"
"agatha::now";"rushworth::were"
"agatha::now";"rushworth::who"
"agatha::was";"agatha::were"
"agatha::was";"agatha::who"
"agatha::was";"crawford::now"
"agatha::was";"crawford::was"
"agatha::was";"crawford::were"
"agatha::was";"crawford::who"
"agatha::was";"julia::now"
"agatha::was";"julia::was"
"agatha::was";"julia::were"
"agatha::was";"julia::who"
"agatha::was";"maria::now"
"agatha::was";"maria::was"
"agatha::was";"maria::were"
"agatha::was";"maria::who"
"agatha::was";"rushworth::now"
"agatha::was";"rushworth::was"
"agatha::was";"rushworth::were"
"agatha::was";"rushworth::who"
"agatha::were";"agatha::who"
"agatha::were";"crawford::now"
"agatha::were";"crawford::was"
"agatha::were";"crawford::were"
"agatha::were";"crawford::who"
"agatha::were";"julia::now"
"agatha::were";"julia::was"
"agatha::were";"julia::were"
"agatha::were";"julia::who"
"agatha::were";"maria::now"
"agatha::were";"maria::was"
"agatha::were";"maria::were"
"agatha::were";"maria::who"
"agatha::were";"rushworth::now"
"agatha::were";"rushworth::was"
"agatha::were";"rushworth::were"
"agatha::were";"rushworth::who"
"agatha::who";"crawford::now"
"agatha::who";"crawford::was"
"agatha::who";"crawford::were"
"agatha::who";"crawford::who"
"agatha::who";"julia::now"
"agatha::who";"julia::was"
"agatha::who";"julia::were"
"agatha::who";"julia::who"
"agatha::who";"maria::now"
"agatha::who";"maria::was"
"agatha::who";"maria::were"
"agatha::who";"maria::who"
"agatha::who";"rushworth::now"
"agatha::who";"rushworth::was"
"agatha::who";"rushworth::were"
"agatha::who";"rushworth::who"
"crawford::now";"crawford::were"
"crawford::now";"crawford::who"
"crawford::now";"julia::now"
"crawford::now";"julia::was"
"crawford::now";"julia::were"
"crawford::now";"julia::who"
"crawford::now";"maria::now"
"crawford::now";"maria::was"
"crawford::now";"maria::were"
"crawford::now";"maria::who"
"crawford::now";"rushworth::now"
"crawford::now";"rushworth::was"
"crawford::now";"rushworth::were"
"crawford::now";"rushworth::who"
"crawford::was";"julia::now"
"crawford::was";"julia::who"
"crawford::was";"maria::now"
"crawford::was";"maria::who"
"crawford::was";"rushworth::now"
"crawford::was";"rushworth::who"
"crawford::were";"crawford::who"
"crawford::were";"julia::now"
"crawford::were";"julia::who"
"crawford::were";"maria::now"
"crawford::were";"maria::who"
"crawford::were";"rushworth::now"
"crawford::were";"rushworth::who"
"crawford::who";"julia::now"
"crawford::who";"julia::was"
"crawford::who";"julia::were"
"crawford::who";"julia::who"
"crawford::who";"maria::now"
"crawford::who";"maria::was"
"crawford::who";"maria::were"
"crawford::who";"maria::who"
"crawford::who";"rushworth::now"
"crawford::who";"rushworth::was"
"crawford::who";"rushworth::were"
"crawford::who";"rushworth::who"
"julia::now";"julia::was"
"julia::now";"julia::were"
"julia::now";"julia::who"
"julia::now";"maria::now"
"julia::now";"maria::was"
"julia::now";"maria::were"
"julia::now";"maria::who"
"julia::now";"rushworth::now"
"julia::now";"rushworth::was"
"julia::now";"rushworth::were"
"julia::now";"rushworth::who"
"julia::was";"maria::now"
"julia::was";"maria::who"
"julia::was";"rushworth::now"
"julia::was";"rushworth::who"
"julia::were";"julia::who"
"julia::were";"maria::now"
"julia::were";"maria::who"
"julia::were";"rushworth::now"
"julia::were";"rushworth::who"
"julia::who";"maria::now"
"julia::who";"maria::was"
"julia::who";"maria::were"
"julia::who";"maria::who"
"julia::who";"rushworth::now"
"julia::who";"rushworth::was"
"julia::who";"rushworth::were"
"julia::who";"rushworth::who"
"maria::now";"maria::was"
"maria::now";"maria::were"
"maria::now";"maria::who"
"maria::now";"rushworth::now"
"maria::now";"rushworth::was"
"maria::now";"rushworth::were"
"maria::now";"rushworth::who"
"maria::was";"maria::who"
"maria::was";"rushworth::now"
"maria::was";"rushworth::who"
"maria::were";"maria::who"
"maria::were";"rushworth::now"
"maria::were";"rushworth::who"
"maria::who";"rushworth::now"
"maria::who";"rushworth::was"
"maria::who";"rushworth::were"
"maria::who";"rushworth::who"
"rushworth::now";"rushworth::was"
"rushworth::now";"rushworth::were"
"rushworth::now";"rushworth::who"
"rushworth::were";"rushworth::who"
"crawford::considered";"crawford::herself"
"crawford::considered";"crawford::was"
"crawford::was";"tom_bertram::who"
"crawford::who";"tom_bertram::was"
"crawford::who";"tom_bertram::who"
"tom_bertram::was";"tom_bertram::who"
"agatha::will";"bertram::will"
"agatha::will";"julia::will"
"bertram::will";"julia::will"
"agatha::will";"maria::will"
"cottager::impossible";"cottager::will"
"cottager::impossible";"henry_crawford::impossible"
"cottager::impossible";"henry_crawford::will"
"cottager::will";"henry_crawford::impossible"
"cottager::will";"henry_crawford::will"
"henry_crawford::impossible";"henry_crawford::will"
"julia::pacify";"julia::was"
"crawford::excellent";"crawford::will"
"crawford::excellent";"tom_bertram::excellent"
"crawford::excellent";"tom_bertram::will"
"crawford::will";"tom_bertram::excellent"
"crawford::will";"tom_bertram::will"
"tom_bertram::excellent";"tom_bertram::will"
"bertram::was";"fanny::was"
"bertram::was";"tom_bertram::was"
"bertram::was";"yates::was"
"crawford::was";"yates::was"
"fanny::was";"yates::was"
"tom_bertram::was";"yates::was"
"edmund::him";"edmund::who"
"edmund::him";"maria::him"
"edmund::him";"maria::matter"
"edmund::him";"maria::was"
"edmund::him";"maria::who"
"edmund::him";"rushworth::him"
"edmund::him";"rushworth::matter"
"edmund::him";"rushworth::was"
"edmund::him";"rushworth::who"
"edmund::him";"tom::him"
"edmund::him";"tom::matter"
"edmund::him";"tom::was"
"edmund::him";"tom::who"
"edmund::him";"yates::him"
"edmund::him";"yates::matter"
"edmund::him";"yates::was"
"edmund::him";"yates::who"
"edmund::matter";"edmund::who"
"edmund::matter";"maria::him"
"edmund::matter";"maria::matter"
"edmund::matter";"maria::was"
"edmund::matter";"maria::who"
"edmund::matter";"rushworth::him"
"edmund::matter";"rushworth::matter"
"edmund::matter";"rushworth::was"
"edmund::matter";"rushworth::who"
"edmund::matter";"tom::him"
"edmund::matter";"tom::matter"
"edmund::matter";"tom::was"
"edmund::matter";"tom::who"
"edmund::matter";"yates::him"
"edmund::matter";"yates::matter"
"edmund::matter";"yates::was"
"edmund::matter";"yates::who"
"edmund::was";"maria::him"
"edmund::was";"maria::matter"
"edmund::was";"maria::who"
"edmund::was";"rushworth::him"
"edmund::was";"rushworth::matter"
"edmund::was";"rushworth::who"
"edmund::was";"tom::him"
"edmund::was";"tom::matter"
"edmund::was";"tom::who"
"edmund::was";"yates::him"
"edmund::was";"yates::matter"
"edmund::was";"yates::was"
"edmund::was";"yates::who"
"edmund::who";"maria::him"
"edmund::who";"maria::matter"
"edmund::who";"maria::was"
"edmund::who";"maria::who"
"edmund::who";"rushworth::him"
"edmund::who";"rushworth::matter"
"edmund::who";"rushworth::was"
"edmund::who";"rushworth::who"
"edmund::who";"tom::him"
"edmund::who";"tom::matter"
"edmund::who";"tom::was"
"edmund::who";"tom::who"
"edmund::who";"yates::him"
"edmund::who";"yates::matter"
"edmund::who";"yates::was"
"edmund::who";"yates::who"
"maria::him";"maria::matter"
"maria::him";"maria::who"
"maria::him";"rushworth::him"
"maria::him";"rushworth::matter"
"maria::him";"rushworth::was"
"maria::him";"rushworth::who"
"maria::him";"tom::him"
"maria::him";"tom::matter"
"maria::him";"tom::was"
"maria::him";"tom::who"
"maria::him";"yates::him"
"maria::him";"yates::matter"
"maria::him";"yates::was"
"maria::him";"yates::who"
"maria::matter";"maria::was"
"maria::matter";"maria::who"
"maria::matter";"rushworth::him"
"maria::matter";"rushworth::matter"
"maria::matter";"rushworth::was"
"maria::matter";"rushworth::who"
"maria::matter";"tom::him"
"maria::matter";"tom::matter"
"maria::matter";"tom::was"
"maria::matter";"tom::who"
"maria::matter";"yates::him"
"maria::matter";"yates::matter"
"maria::matter";"yates::was"
"maria::matter";"yates::who"
"maria::was";"rushworth::him"
"maria::was";"rushworth::matter"
"maria::was";"tom::him"
"maria::was";"tom::matter"
"maria::was";"tom::was"
"maria::was";"tom::who"
"maria::was";"yates::him"
"maria::was";"yates::matter"
"maria::was";"yates::was"
"maria::was";"yates::who"
"maria::who";"rushworth::him"
"maria::who";"rushworth::matter"
"maria::who";"tom::him"
"maria::who";"tom::matter"
"maria::who";"tom::was"
"maria::who";"tom::who"
"maria::who";"yates::him"
"maria::who";"yates::matter"
"maria::who";"yates::was"
"maria::who";"yates::who"
"rushworth::him";"rushworth::matter"
"rushworth::him";"rushworth::who"
"rushworth::him";"tom::him"
"rushworth::him";"tom::matter"
"rushworth::him";"tom::was"
"rushworth::him";"tom::who"
"rushworth::him";"yates::him"
"rushworth::him";"yates::matter"
"rushworth::him";"yates::was"
"rushworth::him";"yates::who"
"rushworth::matter";"rushworth::was"
"rushworth::matter";"rushworth::who"
"rushworth::matter";"tom::him"
"rushworth::matter";"tom::matter"
"rushworth::matter";"tom::was"
"rushworth::matter";"tom::who"
"rushworth::matter";"yates::him"
"rushworth::matter";"yates::matter"
"rushworth::matter";"yates::was"
"rushworth::matter";"yates::who"
"rushworth::was";"tom::him"
"rushworth::was";"tom::matter"
"rushworth::was";"tom::was"
"rushworth::was";"tom::who"
"rushworth::was";"yates::him"
"rushworth::was";"yates::matter"
"rushworth::was";"yates::was"
"rushworth::was";"yates::who"
"rushworth::who";"tom::him"
"rushworth::who";"tom::matter"
"rushworth::who";"tom::was"
"rushworth::who";"tom::who"
"rushworth::who";"yates::him"
"rushworth::who";"yates::matter"
"rushworth::who";"yates::was"
"rushworth::who";"yates::who"
"tom::him";"tom::matter"
"tom::him";"tom::was"
"tom::him";"tom::who"
"tom::him";"yates::him"
"tom::him";"yates::matter"
"tom::him";"yates::was"
"tom::him";"yates::who"
"tom::matter";"tom::was"
"tom::matter";"tom::who"
"tom::matter";"yates::him"
"tom::matter";"yates::matter"
"tom::matter";"yates::was"
"tom::matter";"yates::who"
"tom::was";"tom::who"
"tom::was";"yates::him"
"tom::was";"yates::matter"
"tom::was";"yates::was"
"tom::was";"yates::who"
"tom::who";"yates::him"
"tom::who";"yates::matter"
"tom::who";"yates::was"
"tom::who";"yates::who"
"yates::him";"yates::matter"
"yates::matter";"yates::was"
"yates::matter";"yates::who"
"edmund::called";"edmund::now"
"edmund::called";"edmund::was"
"edmund::called";"edmund::will"
"edmund::called";"maria::called"
"edmund::called";"maria::now"
"edmund::called";"maria::was"
"edmund::called";"maria::will"
"edmund::called";"rushworth::called"
"edmund::called";"rushworth::now"
"edmund::called";"rushworth::was"
"edmund::called";"rushworth::will"
"edmund::called";"tom_bertram::called"
"edmund::called";"tom_bertram::now"
"edmund::called";"tom_bertram::was"
"edmund::called";"tom_bertram::will"
"edmund::called";"yates::called"
"edmund::called";"yates::now"
"edmund::called";"yates::was"
"edmund::called";"yates::will"
"edmund::now";"edmund::was"
"edmund::now";"edmund::will"
"edmund::now";"maria::called"
"edmund::now";"maria::now"
"edmund::now";"maria::was"
"edmund::now";"maria::will"
"edmund::now";"rushworth::called"
"edmund::now";"rushworth::now"
"edmund::now";"rushworth::was"
"edmund::now";"rushworth::will"
"edmund::now";"tom_bertram::called"
"edmund::now";"tom_bertram::now"
"edmund::now";"tom_bertram::was"
"edmund::now";"tom_bertram::will"
"edmund::now";"yates::called"
"edmund::now";"yates::now"
"edmund::now";"yates::was"
"edmund::now";"yates::will"
"edmund::was";"maria::called"
"edmund::was";"maria::now"
"edmund::was";"maria::will"
"edmund::was";"rushworth::called"
"edmund::was";"rushworth::now"
"edmund::was";"rushworth::will"
"edmund::was";"tom_bertram::called"
"edmund::was";"tom_bertram::now"
"edmund::was";"tom_bertram::will"
"edmund::was";"yates::called"
"edmund::was";"yates::now"
"edmund::was";"yates::will"
"edmund::will";"maria::called"
"edmund::will";"maria::now"
"edmund::will";"maria::was"
"edmund::will";"maria::will"
"edmund::will";"rushworth::called"
"edmund::will";"rushworth::now"
"edmund::will";"rushworth::was"
"edmund::will";"rushworth::will"
"edmund::will";"tom_bertram::called"
"edmund::will";"tom_bertram::now"
"edmund::will";"tom_bertram::was"
"edmund::will";"tom_bertram::will"
"edmund::will";"yates::called"
"edmund::will";"yates::now"
"edmund::will";"yates::was"
"edmund::will";"yates::will"
"maria::called";"maria::now"
"maria::called";"maria::will"
"maria::called";"rushworth::now"
"maria::called";"rushworth::will"
"maria::called";"tom_bertram::called"
"maria::called";"tom_bertram::now"
"maria::called";"tom_bertram::was"
"maria::called";"tom_bertram::will"
"maria::called";"yates::called"
"maria::called";"yates::now"
"maria::called";"yates::was"
"maria::called";"yates::will"
"maria::now";"maria::will"
"maria::now";"rushworth::called"
"maria::now";"rushworth::will"
"maria::now";"tom_bertram::called"
"maria::now";"tom_bertram::now"
"maria::now";"tom_bertram::was"
"maria::now";"tom_bertram::will"
"maria::now";"yates::called"
"maria::now";"yates::now"
"maria::now";"yates::was"
"maria::now";"yates::will"
"maria::was";"maria::will"
"maria::was";"rushworth::will"
"maria::was";"tom_bertram::called"
"maria::was";"tom_bertram::now"
"maria::was";"tom_bertram::was"
"maria::was";"tom_bertram::will"
"maria::was";"yates::called"
"maria::was";"yates::now"
"maria::was";"yates::will"
"maria::will";"rushworth::called"
"maria::will";"rushworth::now"
"maria::will";"rushworth::was"
"maria::will";"rushworth::will"
"maria::will";"tom_bertram::called"
"maria::will";"tom_bertram::now"
"maria::will";"tom_bertram::was"
"maria::will";"tom_bertram::will"
"maria::will";"yates::called"
"maria::will";"yates::now"
"maria::will";"yates::was"
"maria::will";"yates::will"
"rushworth::called";"rushworth::now"
"rushworth::called";"rushworth::will"
"rushworth::called";"tom_bertram::called"
"rushworth::called";"tom_bertram::now"
"rushworth::called";"tom_bertram::was"
"rushworth::called";"tom_bertram::will"
"rushworth::called";"yates::called"
"rushworth::called";"yates::now"
"rushworth::called";"yates::was"
"rushworth::called";"yates::will"
"rushworth::now";"rushworth::will"
"rushworth::now";"tom_bertram::called"
"rushworth::now";"tom_bertram::now"
"rushworth::now";"tom_bertram::was"
"rushworth::now";"tom_bertram::will"
"rushworth::now";"yates::called"
"rushworth::now";"yates::now"
"rushworth::now";"yates::was"
"rushworth::now";"yates::will"
"rushworth::was";"rushworth::will"
"rushworth::was";"tom_bertram::called"
"rushworth::was";"tom_bertram::now"
"rushworth::was";"tom_bertram::was"
"rushworth::was";"tom_bertram::will"
"rushworth::was";"yates::called"
"rushworth::was";"yates::now"
"rushworth::was";"yates::will"
"rushworth::will";"tom_bertram::called"
"rushworth::will";"tom_bertram::now"
"rushworth::will";"tom_bertram::was"
"rushworth::will";"tom_bertram::will"
"rushworth::will";"yates::called"
"rushworth::will";"yates::now"
"rushworth::will";"yates::was"
"rushworth::will";"yates::will"
"tom_bertram::called";"tom_bertram::now"
"tom_bertram::called";"tom_bertram::was"
"tom_bertram::called";"tom_bertram::will"
"tom_bertram::called";"yates::called"
"tom_bertram::called";"yates::now"
"tom_bertram::called";"yates::was"
"tom_bertram::called";"yates::will"
"tom_bertram::now";"tom_bertram::was"
"tom_bertram::now";"tom_bertram::will"
"tom_bertram::now";"yates::called"
"tom_bertram::now";"yates::now"
"tom_bertram::now";"yates::was"
"tom_bertram::now";"yates::will"
"tom_bertram::was";"tom_bertram::will"
"tom_bertram::was";"yates::called"
"tom_bertram::was";"yates::now"
"tom_bertram::was";"yates::will"
"tom_bertram::will";"yates::called"
"tom_bertram::will";"yates::now"
"tom_bertram::will";"yates::was"
"tom_bertram::will";"yates::will"
"yates::called";"yates::now"
"yates::called";"yates::was"
"yates::called";"yates::will"
"yates::now";"yates::will"
"yates::was";"yates::will"
"edmund::strongly";"edmund::things"
"edmund::strongly";"maria::strongly"
"edmund::strongly";"maria::things"
"edmund::things";"maria::strongly"
"edmund::things";"maria::things"
"maria::strongly";"maria::things"
"edmund_maria::renewed";"edmund_maria::take"
"edmund_maria::renewed";"edmund_maria::were"
"edmund_maria::renewed";"julia::renewed"
"edmund_maria::renewed";"julia::take"
"edmund_maria::renewed";"julia::were"
"edmund_maria::take";"edmund_maria::were"
"edmund_maria::take";"julia::renewed"
"edmund_maria::take";"julia::take"
"edmund_maria::take";"julia::were"
"edmund_maria::were";"julia::renewed"
"edmund_maria::were";"julia::take"
"edmund_maria::were";"julia::were"
"julia::renewed";"julia::take"
"julia::renewed";"julia::were"
"julia::take";"julia::were"
"julia::was";"yates::was"
"julia::was";"yates::who"
"julia::who";"yates::was"
"julia::who";"yates::who"
"henry_crawford::was";"lady_bertram::was"
"anhalt::was";"cassel::was"
"anhalt::was";"rushworth::was"
"cassel::was";"rushworth::was"
"anhalt::after";"anhalt::want"
"anhalt::after";"crawford::after"
"anhalt::after";"crawford::want"
"anhalt::want";"crawford::after"
"anhalt::want";"crawford::want"
"crawford::after";"crawford::want"
"anhalt::taking";"anhalt::were"
"anhalt::taking";"butler::taking"
"anhalt::taking";"butler::were"
"anhalt::taking";"tom::taking"
"anhalt::taking";"tom::were"
"anhalt::were";"butler::taking"
"anhalt::were";"butler::were"
"anhalt::were";"tom::taking"
"anhalt::were";"tom::were"
"butler::taking";"butler::were"
"butler::taking";"tom::taking"
"butler::taking";"tom::were"
"butler::were";"tom::taking"
"butler::were";"tom::were"
"tom::taking";"tom::were"
"crawford::#-want";"crawford::herself"
"crawford::considerably";"crawford::was"
"crawford::considerably";"crawford::who"
"crawford::considerably";"norris::considerably"
"crawford::considerably";"norris::was"
"crawford::considerably";"norris::who"
"crawford::was";"norris::considerably"
"crawford::was";"norris::who"
"crawford::who";"norris::considerably"
"crawford::who";"norris::was"
"crawford::who";"norris::who"
"norris::considerably";"norris::was"
"norris::considerably";"norris::who"
"norris::girl";"norris::who"
"crawford::called";"crawford::him"
"crawford::called";"crawford::impossible"
"crawford::called";"tom_bertram::called"
"crawford::called";"tom_bertram::him"
"crawford::called";"tom_bertram::impossible"
"crawford::called";"tom_bertram::was"
"crawford::him";"crawford::impossible"
"crawford::him";"tom_bertram::called"
"crawford::him";"tom_bertram::him"
"crawford::him";"tom_bertram::impossible"
"crawford::him";"tom_bertram::was"
"crawford::impossible";"crawford::was"
"crawford::impossible";"tom_bertram::called"
"crawford::impossible";"tom_bertram::him"
"crawford::impossible";"tom_bertram::impossible"
"crawford::impossible";"tom_bertram::was"
"crawford::was";"tom_bertram::called"
"crawford::was";"tom_bertram::him"
"crawford::was";"tom_bertram::impossible"
"tom_bertram::called";"tom_bertram::him"
"tom_bertram::called";"tom_bertram::impossible"
"tom_bertram::him";"tom_bertram::impossible"
"tom_bertram::impossible";"tom_bertram::was"
"charles_maddox::six";"charles_maddox::who"
"crawford::after";"maddox::after"
"crawford::were";"tom::were"
"edmund::were";"maria::were"
"edmund::were";"tom::were"
"maria::were";"tom::were"
"fanny::generally";"fanny::herself"
"fanny::generally";"fanny::increased"
"fanny::generally";"fanny::now"
"fanny::generally";"fanny::was"
"fanny::herself";"fanny::increased"
"fanny::herself";"fanny::now"
"fanny::increased";"fanny::now"
"fanny::increased";"fanny::was"
"fanny::now";"fanny::was"
"fanny::came";"fanny::mind"
"fanny::came";"fanny::was"
"fanny::interesting";"fanny::were"
"fanny::him";"fanny::will"
"fanny::him";"tom::him"
"fanny::him";"tom::will"
"fanny::will";"tom::him"
"fanny::will";"tom::will"
"tom::him";"tom::will"
"fanny::now";"fanny::will"
"edmund::over";"edmund::victory"
"edmund::over";"edmund::was"
"edmund::victory";"edmund::was"
"edmund::elevation";"edmund::were"
"anhalt::emphasis";"anhalt::him"
"anhalt::emphasis";"baron::emphasis"
"anhalt::emphasis";"baron::him"
"anhalt::emphasis";"norris::emphasis"
"anhalt::emphasis";"norris::him"
"anhalt::emphasis";"rushworth::emphasis"
"anhalt::emphasis";"rushworth::him"
"anhalt::emphasis";"yates::emphasis"
"anhalt::emphasis";"yates::him"
"anhalt::him";"baron::emphasis"
"anhalt::him";"baron::him"
"anhalt::him";"norris::emphasis"
"anhalt::him";"norris::him"
"anhalt::him";"rushworth::emphasis"
"anhalt::him";"rushworth::him"
"anhalt::him";"yates::emphasis"
"anhalt::him";"yates::him"
"baron::emphasis";"baron::him"
"baron::emphasis";"norris::emphasis"
"baron::emphasis";"norris::him"
"baron::emphasis";"rushworth::emphasis"
"baron::emphasis";"rushworth::him"
"baron::emphasis";"yates::emphasis"
"baron::emphasis";"yates::him"
"baron::him";"norris::emphasis"
"baron::him";"norris::him"
"baron::him";"rushworth::emphasis"
"baron::him";"rushworth::him"
"baron::him";"yates::emphasis"
"baron::him";"yates::him"
"norris::emphasis";"norris::him"
"norris::emphasis";"rushworth::emphasis"
"norris::emphasis";"rushworth::him"
"norris::emphasis";"yates::emphasis"
"norris::emphasis";"yates::him"
"norris::him";"rushworth::emphasis"
"norris::him";"yates::emphasis"
"norris::him";"yates::him"
"rushworth::emphasis";"rushworth::him"
"rushworth::emphasis";"yates::emphasis"
"rushworth::emphasis";"yates::him"
"rushworth::him";"yates::emphasis"
"yates::emphasis";"yates::him"
"crawford::#-were";"crawford::change"
"crawford::#-were";"crawford::him"
"crawford::change";"crawford::him"
"crawford::was";"grant::were"
"crawford::were";"grant::was"
"crawford::were";"grant::were"
"edmund::was";"grant::was"
"edmund::was";"grant::were"
"edmund::were";"grant::was"
"edmund::were";"grant::were"
"crawford::mind";"edmund::mind"
"crawford::mind";"grant::mind"
"edmund::mind";"grant::mind"
"crawford::herself";"edmund::herself"
"crawford::herself";"edmund::was"
"crawford::herself";"grant::was"
"crawford::was";"edmund::herself"
"crawford::was";"grant::herself"
"edmund::herself";"grant::herself"
"edmund::herself";"grant::was"
"edmund::was";"grant::herself"
"crawford::came";"crawford::hardly"
"crawford::came";"crawford::herself"
