"maria_ward::match";"thomas_bertram::match"
"bertram::him";"rushworth::him"
"bertram::him";"rushworth::was"
"bertram::him";"rushworth::were"
"bertram::was";"bertram::were"
"bertram::was";"crawford::him"
"bertram::was";"crawford::were"
"bertram::was";"norris::him"
"bertram::was";"norris::was"
"bertram::was";"norris::were"
"bertram::was";"rushworth::him"
"bertram::was";"rushworth::were"
"bertram::were";"crawford::him"
"bertram::were";"crawford::was"
"bertram::were";"crawford::were"
"bertram::were";"norris::him"
"bertram::were";"norris::was"
"bertram::were";"norris::were"
"bertram::were";"rushworth::him"
"bertram::were";"rushworth::was"
"bertram::were";"rushworth::were"
"crawford::him";"crawford::were"
"crawford::him";"norris::him"
"crawford::him";"norris::was"
"crawford::him";"norris::were"
"crawford::him";"rushworth::him"
"crawford::him";"rushworth::was"
"crawford::him";"rushworth::were"
"crawford::was";"norris::him"
"crawford::was";"norris::was"
"crawford::was";"norris::were"
"crawford::was";"rushworth::him"
"crawford::was";"rushworth::were"
"crawford::were";"norris::him"
"crawford::were";"norris::was"
"crawford::were";"norris::were"
"crawford::were";"rushworth::him"
"crawford::were";"rushworth::was"
"crawford::were";"rushworth::were"
"norris::him";"norris::were"
"norris::him";"rushworth::him"
"norris::him";"rushworth::was"
"norris::him";"rushworth::were"
"norris::was";"rushworth::him"
"norris::was";"rushworth::were"
"norris::were";"rushworth::him"
"norris::were";"rushworth::was"
"norris::were";"rushworth::were"
"rushworth::him";"rushworth::was"
"rushworth::him";"rushworth::were"
"rushworth::was";"rushworth::were"
"crawford::came";"grant::came"
"crawford::him";"grant::him"
"bertram::tone";"norris::tone"
"bertram::tone";"rushworth::tone"
"norris::tone";"rushworth::tone"
"crawford::barouche";"crawford::mind"
"crawford::barouche";"crawford::were"
"crawford::barouche";"norris::barouche"
"crawford::barouche";"norris::mind"
"crawford::barouche";"norris::were"
"crawford::mind";"crawford::were"
"crawford::mind";"norris::barouche"
"crawford::mind";"norris::mind"
"crawford::mind";"norris::were"
"crawford::were";"norris::barouche"
"crawford::were";"norris::mind"
"norris::barouche";"norris::mind"
"norris::barouche";"norris::were"
"norris::mind";"norris::were"
"julia::barouche";"julia::him"
"julia::barouche";"maria::barouche"
"julia::barouche";"maria::him"
"julia::him";"maria::barouche"
"maria::barouche";"maria::him"
"crawford::taking";"maria::taking"
"edmund::bitterly";"edmund::will"
"edmund::bitterly";"norris::bitterly"
"edmund::bitterly";"norris::will"
"edmund::bitterly";"thomas::bitterly"
"edmund::bitterly";"thomas::will"
"edmund::will";"norris::bitterly"
"edmund::will";"norris::will"
"edmund::will";"thomas::bitterly"
"edmund::will";"thomas::will"
"norris::bitterly";"norris::will"
"norris::bitterly";"thomas::bitterly"
"norris::bitterly";"thomas::will"
"norris::will";"thomas::bitterly"
"norris::will";"thomas::will"
"thomas::bitterly";"thomas::will"
"crawford::fellow";"maria::fellow"
"crawford::fellow";"wilcox::fellow"
"maria::fellow";"wilcox::fellow"
"edmund::stays";"fanny::stays"
"edmund::stays";"norris::stays"
"fanny::stays";"norris::stays"
"fanny::often";"fanny::sees"
"rushworth::bordering";"rushworth::were"
"edmund::worse";"norris::worse"
"edmund::attachment";"edmund::him"
"edmund::attachment";"sotherton::attachment"
"edmund::attachment";"sotherton::him"
"edmund::him";"sotherton::attachment"
"edmund::him";"sotherton::him"
"sotherton::attachment";"sotherton::him"
"grant::herself";"grant::was"
"grant::herself";"lady_bertram::herself"
"grant::herself";"lady_bertram::was"
"grant::was";"lady_bertram::herself"
"grant::was";"lady_bertram::was"
"maria::often";"maria::was"
"crawford::was";"crawford::who"
"crawford::was";"edmund::who"
"crawford::who";"edmund::was"
"crawford::who";"edmund::who"
"fanny::inanimate";"fanny::light"
"fanny::inanimate";"fanny::mind"
"fanny::inanimate";"fanny::was"
"fanny::light";"fanny::mind"
"fanny::light";"fanny::was"
"fanny::mind";"fanny::was"
"crawford::view";"crawford::was"
"crawford::view";"julia::view"
"crawford::view";"julia::was"
"crawford::was";"julia::view"
"julia::view";"julia::was"
"edmund::was";"rushworth::was"
"edmund::hardly";"fanny::hardly"
"bridgets::parsons";"bridgets::were"
"bridgets::parsons";"eleanors::parsons"
"bridgets::parsons";"eleanors::were"
"bridgets::were";"eleanors::parsons"
"bridgets::were";"eleanors::were"
"eleanors::parsons";"eleanors::were"
"bridgets::was";"eleanors::was"
"crawford::called";"crawford::was"
"crawford::called";"crawford::were"
"crawford::called";"julia::called"
"crawford::called";"julia::was"
"crawford::called";"julia::were"
"crawford::called";"maria::called"
"crawford::called";"maria::was"
"crawford::called";"maria::were"
"crawford::called";"rushworth::called"
"crawford::called";"rushworth::was"
"crawford::called";"rushworth::were"
"crawford::was";"julia::called"
"crawford::was";"julia::were"
"crawford::was";"maria::called"
"crawford::was";"maria::were"
"crawford::was";"rushworth::called"
"crawford::were";"julia::called"
"crawford::were";"julia::was"
"crawford::were";"julia::were"
"crawford::were";"maria::called"
"crawford::were";"maria::was"
"crawford::were";"maria::were"
"crawford::were";"rushworth::called"
"julia::called";"julia::was"
"julia::called";"julia::were"
"julia::called";"maria::called"
"julia::called";"maria::was"
"julia::called";"maria::were"
"julia::called";"rushworth::called"
"julia::called";"rushworth::was"
"julia::called";"rushworth::were"
"julia::was";"maria::called"
"julia::was";"maria::were"
"julia::was";"rushworth::called"
"julia::was";"rushworth::was"
"julia::was";"rushworth::were"
"julia::were";"maria::called"
"julia::were";"maria::was"
"julia::were";"rushworth::called"
"julia::were";"rushworth::was"
"julia::were";"rushworth::were"
"maria::called";"maria::was"
"maria::called";"maria::were"
"maria::called";"rushworth::called"
"maria::called";"rushworth::was"
"maria::called";"rushworth::were"
"maria::was";"maria::were"
"maria::was";"rushworth::called"
"maria::was";"rushworth::were"
"maria::were";"rushworth::called"
"maria::were";"rushworth::was"
"maria::were";"rushworth::were"
"rushworth::called";"rushworth::was"
"rushworth::called";"rushworth::were"
"bertram::voice";"crawford::voice"
"bertram::voice";"maria::voice"
"crawford::voice";"maria::voice"
"bertram::herself";"bertram::him"
"bertram::herself";"bertram::tone"
"bertram::herself";"crawford::herself"
"bertram::herself";"crawford::him"
"bertram::herself";"crawford::tone"
"bertram::herself";"maria::herself"
"bertram::herself";"maria::him"
"bertram::herself";"maria::tone"
"bertram::him";"bertram::tone"
"bertram::him";"crawford::herself"
"bertram::him";"crawford::tone"
"bertram::him";"maria::herself"
"bertram::him";"maria::him"
"bertram::him";"maria::tone"
"bertram::tone";"crawford::herself"
"bertram::tone";"crawford::him"
"bertram::tone";"crawford::tone"
"bertram::tone";"maria::herself"
"bertram::tone";"maria::him"
"bertram::tone";"maria::tone"
"crawford::herself";"crawford::him"
"crawford::herself";"crawford::tone"
"crawford::herself";"maria::herself"
"crawford::herself";"maria::him"
"crawford::herself";"maria::tone"
"crawford::him";"crawford::tone"
"crawford::him";"maria::herself"
"crawford::him";"maria::tone"
"crawford::tone";"maria::herself"
"crawford::tone";"maria::him"
"crawford::tone";"maria::tone"
"maria::herself";"maria::him"
"maria::herself";"maria::tone"
"maria::him";"maria::tone"
"bertram::was";"maria::was"
"norris::flight";"norris::submitted"
"norris::flight";"norris::turf"
"norris::flight";"norris::was"
"norris::flight";"norris::who"
"norris::flight";"rushworth::flight"
"norris::flight";"rushworth::submitted"
"norris::flight";"rushworth::turf"
"norris::flight";"rushworth::was"
"norris::flight";"rushworth::who"
"norris::submitted";"norris::turf"
"norris::submitted";"norris::was"
"norris::submitted";"norris::who"
"norris::submitted";"rushworth::flight"
"norris::submitted";"rushworth::submitted"
"norris::submitted";"rushworth::turf"
"norris::submitted";"rushworth::was"
"norris::submitted";"rushworth::who"
"norris::turf";"norris::was"
"norris::turf";"norris::who"
"norris::turf";"rushworth::flight"
"norris::turf";"rushworth::submitted"
"norris::turf";"rushworth::turf"
"norris::turf";"rushworth::was"
"norris::turf";"rushworth::who"
"norris::was";"rushworth::flight"
"norris::was";"rushworth::submitted"
"norris::was";"rushworth::turf"
"norris::was";"rushworth::who"
"norris::who";"rushworth::flight"
"norris::who";"rushworth::submitted"
"norris::who";"rushworth::turf"
"norris::who";"rushworth::was"
"norris::who";"rushworth::who"
"rushworth::flight";"rushworth::submitted"
"rushworth::flight";"rushworth::turf"
"rushworth::flight";"rushworth::was"
"rushworth::flight";"rushworth::who"
"rushworth::submitted";"rushworth::turf"
"rushworth::submitted";"rushworth::was"
"rushworth::submitted";"rushworth::who"
"rushworth::turf";"rushworth::was"
"rushworth::turf";"rushworth::who"
"james::wilderness";"james::will"
"james::wilderness";"rushworth::wilderness"
"james::wilderness";"rushworth::will"
"james::will";"rushworth::wilderness"
"james::will";"rushworth::will"
"rushworth::wilderness";"rushworth::will"
"julia::#-seen";"julia::wilderness"
"julia::#-seen";"maria::#-seen"
"julia::#-seen";"maria::wilderness"
"julia::wilderness";"maria::#-seen"
"julia::wilderness";"maria::wilderness"
"maria::#-seen";"maria::wilderness"
"julia::impossible";"julia::just"
"julia::impossible";"julia::want"
"julia::just";"julia::want"
"crawford::drawing";"crawford::were"
"crawford::drawing";"crawford::wilderness"
"crawford::were";"crawford::wilderness"
"crawford::just";"crawford::now"
"crawford::just";"crawford::orders"
"crawford::just";"crawford::take"
"crawford::just";"crawford::was"
"crawford::now";"crawford::orders"
"crawford::now";"crawford::take"
"crawford::now";"crawford::was"
"crawford::orders";"crawford::take"
"crawford::orders";"crawford::was"
"crawford::take";"crawford::was"
"fanny::herself";"fanny::was"
"bertram::fetch";"bertram::outright"
"bertram::fetch";"rushworth::fetch"
"bertram::fetch";"rushworth::outright"
"bertram::outright";"rushworth::fetch"
"bertram::outright";"rushworth::outright"
"rushworth::fetch";"rushworth::outright"
"bertram::hurt";"bertram::will"
"bertram::herself";"fanny::herself"
"crawford::herself";"fanny::herself"
"julia::will";"rushworth::will"
"fanny::#-seen";"fanny::hasty"
"fanny::#-seen";"fanny::taking"
"fanny::#-seen";"fanny::was"
"fanny::#-seen";"julia::#-seen"
"fanny::#-seen";"julia::hasty"
"fanny::#-seen";"julia::taking"
"fanny::#-seen";"julia::was"
"fanny::#-seen";"rushworth::#-seen"
"fanny::#-seen";"rushworth::hasty"
"fanny::#-seen";"rushworth::taking"
"fanny::#-seen";"rushworth::was"
"fanny::hasty";"fanny::taking"
"fanny::hasty";"fanny::was"
"fanny::hasty";"julia::#-seen"
"fanny::hasty";"julia::hasty"
"fanny::hasty";"julia::taking"
"fanny::hasty";"julia::was"
"fanny::hasty";"rushworth::#-seen"
"fanny::hasty";"rushworth::hasty"
"fanny::hasty";"rushworth::taking"
"fanny::hasty";"rushworth::was"
"fanny::taking";"fanny::was"
"fanny::taking";"julia::#-seen"
"fanny::taking";"julia::hasty"
"fanny::taking";"julia::taking"
"fanny::taking";"julia::was"
"fanny::taking";"rushworth::#-seen"
"fanny::taking";"rushworth::hasty"
"fanny::taking";"rushworth::taking"
"fanny::taking";"rushworth::was"
"fanny::was";"julia::#-seen"
"fanny::was";"julia::hasty"
"fanny::was";"julia::taking"
"fanny::was";"rushworth::#-seen"
"fanny::was";"rushworth::hasty"
"fanny::was";"rushworth::taking"
"fanny::was";"rushworth::was"
"julia::#-seen";"julia::hasty"
"julia::#-seen";"julia::taking"
"julia::#-seen";"julia::was"
"julia::#-seen";"rushworth::#-seen"
"julia::#-seen";"rushworth::hasty"
"julia::#-seen";"rushworth::taking"
"julia::#-seen";"rushworth::was"
"julia::hasty";"julia::taking"
"julia::hasty";"julia::was"
"julia::hasty";"rushworth::#-seen"
"julia::hasty";"rushworth::hasty"
"julia::hasty";"rushworth::taking"
"julia::hasty";"rushworth::was"
"julia::taking";"julia::was"
"julia::taking";"rushworth::#-seen"
"julia::taking";"rushworth::hasty"
"julia::taking";"rushworth::taking"
"julia::taking";"rushworth::was"
"julia::was";"rushworth::#-seen"
"julia::was";"rushworth::hasty"
"julia::was";"rushworth::taking"
"rushworth::#-seen";"rushworth::hasty"
"rushworth::#-seen";"rushworth::taking"
"rushworth::#-seen";"rushworth::was"
"rushworth::hasty";"rushworth::taking"
"rushworth::hasty";"rushworth::was"
"rushworth::taking";"rushworth::was"
"fanny::him";"julia::him"
"fanny::him";"rushworth::him"
"julia::him";"rushworth::him"
"fanny::errand";"fanny::just"
"fanny::errand";"fanny::was"
"fanny::errand";"julia::errand"
"fanny::errand";"julia::just"
"fanny::errand";"julia::was"
"fanny::errand";"rushworth::errand"
"fanny::errand";"rushworth::just"
"fanny::errand";"rushworth::was"
"fanny::just";"fanny::was"
"fanny::just";"julia::errand"
"fanny::just";"julia::just"
"fanny::just";"julia::was"
"fanny::just";"rushworth::errand"
"fanny::just";"rushworth::just"
"fanny::just";"rushworth::was"
"fanny::was";"julia::errand"
"fanny::was";"julia::just"
"fanny::was";"rushworth::errand"
"fanny::was";"rushworth::just"
"julia::errand";"julia::just"
"julia::errand";"julia::was"
"julia::errand";"rushworth::errand"
"julia::errand";"rushworth::just"
"julia::errand";"rushworth::was"
"julia::just";"julia::was"
"julia::just";"rushworth::errand"
"julia::just";"rushworth::just"
"julia::just";"rushworth::was"
"julia::was";"rushworth::errand"
"julia::was";"rushworth::just"
"rushworth::errand";"rushworth::just"
"rushworth::errand";"rushworth::was"
"rushworth::just";"rushworth::was"
"fanny::pity";"julia::pity"
"fanny::pity";"rushworth::pity"
"julia::pity";"rushworth::pity"
"crawford::seen";"edmund::seen"
"crawford::seen";"fanny::seen"
"edmund::seen";"fanny::seen"
"julia::after";"julia::was"
"fanny::ago";"fanny::now"
"fanny::ago";"fanny::were"
"fanny::ago";"fanny::who"
"fanny::now";"fanny::were"
"fanny::now";"fanny::who"
"fanny::were";"fanny::who"
"julia::came";"julia::was"
"julia::came";"maria::came"
"julia::came";"maria::was"
"julia::was";"maria::came"
"maria::came";"maria::was"
"bertram::taking";"bertram::was"
"bertram::taking";"bertram::were"
"bertram::taking";"crawford::taking"
"bertram::taking";"crawford::was"
"bertram::taking";"crawford::were"
"bertram::was";"crawford::taking"
"bertram::were";"crawford::taking"
"crawford::taking";"crawford::was"
"crawford::taking";"crawford::were"
"norris::came";"rushworth::came"
"norris::came";"rushworth::was"
"norris::was";"rushworth::came"
"julia::over";"julia::was"
"julia::over";"maria::over"
"julia::over";"maria::was"
"julia::was";"maria::over"
"maria::over";"maria::was"
"fanny::after";"fanny::sees"
"grant::hardly";"grant::take"
"grant::hardly";"miss_crawford::hardly"
"grant::hardly";"miss_crawford::take"
"grant::take";"miss_crawford::hardly"
"grant::take";"miss_crawford::take"
"miss_crawford::hardly";"miss_crawford::take"
"fanny::him";"fanny::now"
"fanny::him";"fanny::unhappy"
"fanny::him";"grant::him"
"fanny::him";"grant::now"
"fanny::him";"grant::unhappy"
"fanny::now";"fanny::unhappy"
"fanny::now";"grant::him"
"fanny::now";"grant::now"
"fanny::now";"grant::unhappy"
"fanny::unhappy";"grant::him"
"fanny::unhappy";"grant::now"
"fanny::unhappy";"grant::unhappy"
"grant::him";"grant::now"
"grant::him";"grant::unhappy"
"grant::now";"grant::unhappy"
"grant::him";"grant::will"
"edmund::often";"edmund::who"
"edmund::often";"fanny::often"
"edmund::often";"fanny::who"
"edmund::who";"fanny::often"
"edmund::who";"fanny::who"
"fanny::often";"fanny::who"
"fanny::him";"fanny::was"
"fanny::catching";"fanny::cold"
"fanny::catching";"fanny::sighed"
"fanny::catching";"norris::catching"
"fanny::catching";"norris::cold"
"fanny::catching";"norris::sighed"
"fanny::cold";"fanny::sighed"
"fanny::cold";"norris::catching"
"fanny::cold";"norris::cold"
"fanny::cold";"norris::sighed"
"fanny::sighed";"norris::catching"
"fanny::sighed";"norris::cold"
"fanny::sighed";"norris::sighed"
"norris::catching";"norris::cold"
"norris::catching";"norris::sighed"
"norris::cold";"norris::sighed"
"crawford::six";"edmund::six"
"crawford::six";"tom_bertram::six"
"edmund::six";"tom_bertram::six"
"crawford::just";"grant::just"
"crawford::just";"julia::just"
"crawford::just";"maria::just"
"grant::just";"julia::just"
"grant::just";"maria::just"
"julia::just";"maria::just"
"crawford::was";"fanny::was"
"grant::attachment";"julia::attachment"
"bertram::were";"fanny::were"
"bertram::were";"julia::were"
"fanny::were";"julia::were"
"fanny::herself";"fanny::mind"
"fanny::herself";"fanny::often"
"fanny::herself";"fanny::will"
