"nell::#-found";"nell::back"
"richard_swiveller::name";"richard_swiveller::secret"
"richard_swiveller::person";"richard_swiveller::secret"
"quilp::condition";"quilp::stage"
"quilp::condition";"quilp::thought"
"quilp::condition";"richard_swiveller::condition"
"quilp::condition";"richard_swiveller::stage"
"quilp::condition";"richard_swiveller::thought"
"quilp::stage";"quilp::thought"
"quilp::stage";"richard_swiveller::condition"
"quilp::stage";"richard_swiveller::stage"
"quilp::stage";"richard_swiveller::thought"
"quilp::thought";"richard_swiveller::condition"
"quilp::thought";"richard_swiveller::stage"
"quilp::thought";"richard_swiveller::thought"
"richard_swiveller::condition";"richard_swiveller::stage"
"richard_swiveller::condition";"richard_swiveller::thought"
"richard_swiveller::stage";"richard_swiveller::thought"
"mr_swiveller::can";"mr_swiveller::wonder"
"dick::strange";"quilp::strange"
"dick::hand";"quilp::hand"
"quilp::roof";"swiveller::roof"
"quilp::roof";"trent::roof"
"swiveller::roof";"trent::roof"
"dick_swiveller::bitter";"quilp::bitter"
"fred::first";"richard::first"
"dick::thought";"quilp::thought"
"dick::thought";"swiveller::thought"
"quilp::thought";"swiveller::thought"
"mrs_jiniwin::observe";"mrs_jiniwin::polite"
"mrs_jiniwin::observe";"mrs_quilp::observe"
"mrs_jiniwin::observe";"mrs_quilp::polite"
"mrs_jiniwin::observe";"quilp::observe"
"mrs_jiniwin::observe";"quilp::polite"
"mrs_jiniwin::observe";"trent::observe"
"mrs_jiniwin::observe";"trent::polite"
"mrs_jiniwin::polite";"mrs_quilp::observe"
"mrs_jiniwin::polite";"mrs_quilp::polite"
"mrs_jiniwin::polite";"quilp::observe"
"mrs_jiniwin::polite";"quilp::polite"
"mrs_jiniwin::polite";"trent::observe"
"mrs_jiniwin::polite";"trent::polite"
"mrs_quilp::observe";"mrs_quilp::polite"
"mrs_quilp::observe";"quilp::observe"
"mrs_quilp::observe";"quilp::polite"
"mrs_quilp::observe";"trent::observe"
"mrs_quilp::observe";"trent::polite"
"mrs_quilp::polite";"quilp::observe"
"mrs_quilp::polite";"quilp::polite"
"mrs_quilp::polite";"trent::observe"
"mrs_quilp::polite";"trent::polite"
"quilp::observe";"quilp::polite"
"quilp::observe";"trent::observe"
"quilp::observe";"trent::polite"
"quilp::polite";"trent::observe"
"quilp::polite";"trent::polite"
"trent::observe";"trent::polite"
"mrs_quilp::mother";"mrs_quilp::painful"
"mrs_quilp::mother";"quilp::painful"
"mrs_quilp::painful";"quilp::mother"
"mrs_quilp::painful";"quilp::painful"
"quilp::mother";"quilp::painful"
"mrs_jiniwin::first";"quilp::first"
"frederick::time";"nell::time"
"mrs_quilp::detect";"mrs_quilp::partner"
"mrs_quilp::detect";"trent::detect"
"mrs_quilp::detect";"trent::partner"
"mrs_quilp::partner";"trent::detect"
"mrs_quilp::partner";"trent::partner"
"trent::detect";"trent::partner"
"quilp::mother";"quilp::rest"
"quilp::mother";"quilp::retire"
"quilp::mother";"swiveller::mother"
"quilp::mother";"swiveller::rest"
"quilp::mother";"swiveller::retire"
"quilp::rest";"quilp::retire"
"quilp::rest";"swiveller::mother"
"quilp::rest";"swiveller::rest"
"quilp::rest";"swiveller::retire"
"quilp::retire";"swiveller::mother"
"quilp::retire";"swiveller::rest"
"quilp::retire";"swiveller::retire"
"swiveller::mother";"swiveller::rest"
"swiveller::mother";"swiveller::retire"
"swiveller::rest";"swiveller::retire"
"dick::can";"quilp::can"
"fred::end";"fred::little"
"fred::end";"quilp::end"
"fred::end";"quilp::little"
"fred::little";"quilp::end"
"fred::little";"quilp::little"
"quilp::end";"quilp::little"
"fred::hand";"quilp::hand"
"fred::scale";"fred::time"
"quilp::street";"quilp::window"
"nell::thought";"quilp::thought"
"nell::thought";"trent::thought"
"quilp::thought";"trent::thought"
"nell::strange";"quilp::strange"
"nell::strange";"trent::strange"
"quilp::strange";"trent::strange"
"nell::hand";"nell::near"
"nell::hand";"nell::pipe"
"nell::near";"nell::pipe"
"nell::pipe";"nell::round"
"dame_west::hand";"dame_west::point"
"codlin::little";"nell::little"
"george::cold";"george::pie"
"george::driving";"george::horse"
"nell::#-reply";"nell::two"
"nell::meat";"nell::natural"
"nell::meat";"nell::thought"
"nell::natural";"nell::thought"
"gentry::full";"jarley::full"
"gentry::full";"mrs_jarley::full"
"jarley::full";"mrs_jarley::full"
"mrs_jarley::mute";"mrs_jarley::time"
"gentry::familiar";"jarley::familiar"
"gentry::familiar";"nell::familiar"
"jarley::familiar";"nell::familiar"
"mrs_jarley::point";"nell::point"
"mrs_jarley::earth";"nell::earth"
"mrs_jarley::black";"mrs_jarley::strange"
"quilp::back";"quilp::fear"
"quilp::boy";"quilp::load"
"mrs_jarley::fear";"quilp::fear"
"nell::can";"nell::time"
"mrs_jarley::first";"mrs_jarley::room"
"mrs_jarley::first";"nell::first"
"mrs_jarley::first";"nell::room"
"mrs_jarley::room";"nell::first"
"mrs_jarley::room";"nell::room"
"nell::first";"nell::room"
"elizabeth::finger";"mrs_jarley::finger"
"elizabeth::finger";"nell::finger"
"mrs_jarley::finger";"nell::finger"
"jasper_packlemerton::married";"mrs_jarley::married"
"nell::full";"nell::history"
"nell::full";"nell::time"
"nell::history";"nell::time"
"grimaldi::little";"grimaldi::round"
"grimaldi::little";"mary_queen_of_scots::little"
"grimaldi::little";"mary_queen_of_scots::round"
"grimaldi::little";"mrs_jarley::little"
"grimaldi::little";"mrs_jarley::round"
"grimaldi::little";"pitt::little"
"grimaldi::little";"pitt::round"
"grimaldi::round";"mary_queen_of_scots::little"
"grimaldi::round";"mary_queen_of_scots::round"
"grimaldi::round";"mrs_jarley::little"
"grimaldi::round";"mrs_jarley::round"
"grimaldi::round";"pitt::little"
"grimaldi::round";"pitt::round"
"mary_queen_of_scots::little";"mary_queen_of_scots::round"
"mary_queen_of_scots::little";"mrs_jarley::little"
"mary_queen_of_scots::little";"mrs_jarley::round"
"mary_queen_of_scots::little";"pitt::little"
"mary_queen_of_scots::little";"pitt::round"
"mary_queen_of_scots::round";"mrs_jarley::little"
"mary_queen_of_scots::round";"mrs_jarley::round"
"mary_queen_of_scots::round";"pitt::little"
"mary_queen_of_scots::round";"pitt::round"
"mrs_jarley::little";"mrs_jarley::round"
"mrs_jarley::little";"pitt::little"
"mrs_jarley::little";"pitt::round"
"mrs_jarley::round";"pitt::little"
"mrs_jarley::round";"pitt::round"
"pitt::little";"pitt::round"
"mrs_jarley::dinner";"mrs_jarley::person"
"nell::gentle";"nell::little"
"quilp::fancy";"quilp::room"
"kit::condition";"kit::tranquil"
"jem_groves::black";"jem_groves::frame"
"isaac_list::reply";"isaac::reply"
"mrs_jarley::time";"mrs_jarley::two"
"nell::large";"nell::plate"
"nell::large";"nell::wall"
"nell::plate";"nell::wall"
"monflathers::line";"monflathers::little"
"monflathers::line";"nell::line"
"monflathers::line";"nell::little"
"monflathers::little";"nell::line"
"monflathers::little";"nell::little"
"nell::line";"nell::little"
"monflathers::two";"nell::two"
"monflathers::meeting";"nell::meeting"
"nell::hand";"nell::little"
"edwards::little";"nell::little"
"mrs_jarley::anger";"mrs_jarley::distance"
"nell::money";"nell::thought"
"miss_edwards::school";"miss_edwards::schools"
"nell::distance";"nell::little"
"nell::little";"nell::two"
"mrs_jarley::open";"mrs_jarley::public"
"quilp::room";"sally::room"
"quilp::female";"sally::female"
"quilp::female";"sarah::female"
"sally::female";"sarah::female"
"dick_swiveller::strange";"dick_swiveller::wonder"
"dick_swiveller::strange";"quilp::strange"
"dick_swiveller::strange";"quilp::wonder"
"dick_swiveller::wonder";"quilp::strange"
"dick_swiveller::wonder";"quilp::wonder"
"quilp::strange";"quilp::wonder"
"swiveller::station";"swiveller::time"
"quilp::delightful";"quilp::guide"
"quilp::delightful";"sally::delightful"
"quilp::delightful";"sally::guide"
"quilp::guide";"sally::delightful"
"quilp::guide";"sally::guide"
"sally::delightful";"sally::guide"
"quilp::round";"swiveller::round"
"dick::curious";"sally::curious"
"dick::green";"dick::strange"
"sally::time";"swiveller::time"
"sally::chin";"sally::hand"
"sally::chin";"swiveller::chin"
"sally::chin";"swiveller::hand"
"sally::hand";"swiveller::chin"
"sally::hand";"swiveller::hand"
"swiveller::chin";"swiveller::hand"
"dick::copy";"dick::object"
"sally_brass::strange";"swiveller::strange"
"swiveller::hand";"swiveller::natural"
"swiveller::box";"swiveller::diligent"
"swiveller::box";"swiveller::green"
"swiveller::box";"swiveller::little"
"swiveller::box";"swiveller::round"
"swiveller::box";"swiveller::time"
"swiveller::diligent";"swiveller::green"
"swiveller::diligent";"swiveller::little"
"swiveller::diligent";"swiveller::round"
"swiveller::diligent";"swiveller::time"
"swiveller::green";"swiveller::little"
"swiveller::green";"swiveller::round"
"swiveller::green";"swiveller::time"
"swiveller::little";"swiveller::round"
"swiveller::little";"swiveller::time"
"swiveller::round";"swiveller::time"
"dick::account";"dick::back"
"dick::can";"dick::position"
"dick::can";"fred::can"
"dick::can";"fred::position"
"dick::can";"quilp::position"
"dick::position";"fred::can"
"dick::position";"fred::position"
"dick::position";"quilp::can"
"dick::position";"quilp::position"
"fred::can";"fred::position"
"fred::can";"quilp::can"
"fred::can";"quilp::position"
"fred::position";"quilp::can"
"fred::position";"quilp::position"
"quilp::can";"quilp::position"
"dick::two";"fred::two"
"dick::two";"quilp::two"
"fred::two";"quilp::two"
"fred::#-money";"fred::steady"
"dick::thought";"dick::work"
"dick::doubtful";"dick::request"
"dick::doubtful";"dick::thought"
"dick::request";"dick::thought"
"sampson::warm";"sampson::winter"
"sampson::warm";"swiveller::warm"
"sampson::warm";"swiveller::winter"
"sampson::winter";"swiveller::warm"
"sampson::winter";"swiveller::winter"
"swiveller::warm";"swiveller::winter"
"dick::time";"dick::winter"
"sally::order";"swiveller::order"
"richard::can";"richard::reply"
"richard::can";"sally::can"
"richard::can";"sally::reply"
"richard::reply";"sally::can"
"richard::reply";"sally::reply"
"sally::can";"sally::reply"
"mr_brass::wall";"swiveller::wall"
"mr_brass::street";"sally::street"
"dick::#-reply";"dick::balance"
"dick::#-reply";"dick::stretch"
"dick::balance";"dick::stretch"
"swiveller::hope";"swiveller::observe"
"sally::account";"sally::time"
"sally::account";"swiveller::account"
"sally::account";"swiveller::time"
"sally::time";"swiveller::account"
"swiveller::account";"swiveller::time"
"swiveller::known";"swiveller::wine"
"sally::first";"swiveller::first"
"bevis_marks::earth";"swiveller::earth"
"dick::back";"dick::little"
"dick::thought";"jove::thought"
"mr_brass::account";"mr_brass::first"
"mr_brass::account";"mr_brass::person"
"mr_brass::first";"mr_brass::person"
"codlin::open";"short::open"
"short::match";"tom::match"
"codlin::two";"thomas::two"
"codlin::money";"short::money"
"jerry::#-talk";"jerry::name"
"jerry::#-talk";"thomas_codlin::#-talk"
"jerry::#-talk";"thomas_codlin::name"
"jerry::name";"thomas_codlin::#-talk"
"jerry::name";"thomas_codlin::name"
"thomas_codlin::#-talk";"thomas_codlin::name"
"codlin::#-object";"short::#-object"
"jerry::can";"short::can"
"sally_brass::room";"sally_brass::two"
"abel_cottage::private";"abel_cottage::time"
"abel_cottage::private";"abel::private"
"abel_cottage::private";"abel::time"
"abel_cottage::private";"barbara::private"
"abel_cottage::private";"barbara::time"
"abel_cottage::private";"garland::private"
"abel_cottage::private";"garland::time"
"abel_cottage::private";"mrs_garland::private"
"abel_cottage::private";"mrs_garland::time"
"abel_cottage::time";"abel::private"
"abel_cottage::time";"abel::time"
"abel_cottage::time";"barbara::private"
"abel_cottage::time";"barbara::time"
"abel_cottage::time";"garland::private"
"abel_cottage::time";"garland::time"
"abel_cottage::time";"mrs_garland::private"
"abel_cottage::time";"mrs_garland::time"
"abel::private";"abel::time"
"abel::private";"barbara::private"
"abel::private";"barbara::time"
"abel::private";"garland::private"
"abel::private";"garland::time"
"abel::private";"mrs_garland::private"
"abel::private";"mrs_garland::time"
"abel::time";"barbara::private"
"abel::time";"barbara::time"
"abel::time";"garland::private"
"abel::time";"garland::time"
"abel::time";"mrs_garland::private"
"abel::time";"mrs_garland::time"
"barbara::private";"barbara::time"
"barbara::private";"garland::private"
"barbara::private";"garland::time"
"barbara::private";"mrs_garland::private"
"barbara::private";"mrs_garland::time"
"barbara::time";"garland::private"
"barbara::time";"garland::time"
"barbara::time";"mrs_garland::private"
"barbara::time";"mrs_garland::time"
"garland::private";"garland::time"
"garland::private";"mrs_garland::private"
"garland::private";"mrs_garland::time"
"garland::time";"mrs_garland::private"
"garland::time";"mrs_garland::time"
"mrs_garland::private";"mrs_garland::time"
"abel_cottage::comfortable";"abel::comfortable"
"abel_cottage::comfortable";"barbara::comfortable"
"abel_cottage::comfortable";"garland::comfortable"
"abel_cottage::comfortable";"mrs_garland::comfortable"
"abel::comfortable";"barbara::comfortable"
"abel::comfortable";"garland::comfortable"
"abel::comfortable";"mrs_garland::comfortable"
"barbara::comfortable";"garland::comfortable"
"barbara::comfortable";"mrs_garland::comfortable"
"garland::comfortable";"mrs_garland::comfortable"
"abel_cottage::mother";"abel_cottage::two"
"abel_cottage::mother";"abel::mother"
"abel_cottage::mother";"abel::two"
"abel_cottage::mother";"barbara::mother"
"abel_cottage::mother";"barbara::two"
"abel_cottage::mother";"garland::mother"
"abel_cottage::mother";"garland::two"
"abel_cottage::mother";"mrs_garland::mother"
"abel_cottage::mother";"mrs_garland::two"
"abel_cottage::two";"abel::mother"
"abel_cottage::two";"abel::two"
"abel_cottage::two";"barbara::mother"
"abel_cottage::two";"barbara::two"
"abel_cottage::two";"garland::mother"
"abel_cottage::two";"garland::two"
"abel_cottage::two";"mrs_garland::mother"
"abel_cottage::two";"mrs_garland::two"
"abel::mother";"abel::two"
"abel::mother";"barbara::mother"
"abel::mother";"barbara::two"
"abel::mother";"garland::mother"
"abel::mother";"garland::two"
"abel::mother";"mrs_garland::mother"
"abel::mother";"mrs_garland::two"
"abel::two";"barbara::mother"
"abel::two";"barbara::two"
"abel::two";"garland::mother"
"abel::two";"garland::two"
"abel::two";"mrs_garland::mother"
"abel::two";"mrs_garland::two"
"barbara::mother";"barbara::two"
"barbara::mother";"garland::mother"
"barbara::mother";"garland::two"
"barbara::mother";"mrs_garland::mother"
"barbara::mother";"mrs_garland::two"
"barbara::two";"garland::mother"
"barbara::two";"garland::two"
"barbara::two";"mrs_garland::mother"
"barbara::two";"mrs_garland::two"
"garland::mother";"garland::two"
"garland::mother";"mrs_garland::mother"
"garland::mother";"mrs_garland::two"
"garland::two";"mrs_garland::mother"
"garland::two";"mrs_garland::two"
"mrs_garland::mother";"mrs_garland::two"
"barbara::little";"jacob::little"
"barbara::little";"jacob::time"
"barbara::time";"jacob::little"
"barbara::time";"jacob::time"
"jacob::little";"jacob::time"
"abel::earth";"barbara::earth"
"mrs_garland::determined";"mrs_garland::strange"
"abel::time";"kit::time"
"abel::#-secret";"abel::retire"
"witherden::search";"witherden::wrong"
"witherden::private";"witherden::two"
"kit::crown";"kit::hand"
"nell::can";"nell::secret"
"richard_swiveller::direction";"richard_swiveller::impress"
"bevis_marks::present";"christopher_nubbles::present"
"jacob::little";"jacob::ready"
"barbara::daughter";"barbara::mother"
"barbara::mother";"christopher::mother"
"barbara::mother";"kit::mother"
"barbara::mother";"nell::mother"
"christopher::mother";"kit::mother"
"christopher::mother";"nell::mother"
"kit::mother";"nell::mother"
"astley::back";"astley::little"
"astley::back";"astley::two"
"astley::back";"astley::umbrella"
"astley::back";"barbara::back"
"astley::back";"barbara::little"
"astley::back";"barbara::two"
"astley::back";"barbara::umbrella"
"astley::back";"jacob::back"
"astley::back";"jacob::little"
"astley::back";"jacob::two"
"astley::back";"jacob::umbrella"
"astley::little";"astley::two"
"astley::little";"astley::umbrella"
"astley::little";"barbara::back"
"astley::little";"barbara::little"
"astley::little";"barbara::two"
"astley::little";"barbara::umbrella"
"astley::little";"jacob::back"
"astley::little";"jacob::little"
"astley::little";"jacob::two"
"astley::little";"jacob::umbrella"
"astley::two";"astley::umbrella"
"astley::two";"barbara::back"
"astley::two";"barbara::little"
"astley::two";"barbara::two"
"astley::two";"barbara::umbrella"
"astley::two";"jacob::back"
"astley::two";"jacob::little"
"astley::two";"jacob::two"
"astley::two";"jacob::umbrella"
"astley::umbrella";"barbara::back"
"astley::umbrella";"barbara::little"
"astley::umbrella";"barbara::two"
"astley::umbrella";"barbara::umbrella"
"astley::umbrella";"jacob::back"
"astley::umbrella";"jacob::little"
"astley::umbrella";"jacob::two"
"astley::umbrella";"jacob::umbrella"
"barbara::back";"barbara::little"
"barbara::back";"barbara::two"
"barbara::back";"barbara::umbrella"
"barbara::back";"jacob::back"
"barbara::back";"jacob::little"
"barbara::back";"jacob::two"
"barbara::back";"jacob::umbrella"
"barbara::little";"barbara::two"
"barbara::little";"barbara::umbrella"
"barbara::little";"jacob::back"
"barbara::little";"jacob::two"
"barbara::little";"jacob::umbrella"
"barbara::two";"barbara::umbrella"
"barbara::two";"jacob::back"
"barbara::two";"jacob::little"
"barbara::two";"jacob::two"
"barbara::two";"jacob::umbrella"
"barbara::umbrella";"jacob::back"
"barbara::umbrella";"jacob::little"
"barbara::umbrella";"jacob::two"
"barbara::umbrella";"jacob::umbrella"
"jacob::back";"jacob::little"
"jacob::back";"jacob::two"
"jacob::back";"jacob::umbrella"
"jacob::little";"jacob::two"
"jacob::little";"jacob::umbrella"
"jacob::two";"jacob::umbrella"
"astley::clean";"astley::gorgeous"
"barbara::delightful";"barbara::first"
"barbara::delightful";"barbara::legs"
"barbara::delightful";"barbara::little"
"barbara::delightful";"barbara::safe"
"barbara::delightful";"jacob::delightful"
"barbara::delightful";"jacob::first"
"barbara::delightful";"jacob::legs"
"barbara::delightful";"jacob::little"
"barbara::delightful";"jacob::safe"
"barbara::first";"barbara::legs"
"barbara::first";"barbara::little"
"barbara::first";"barbara::safe"
"barbara::first";"jacob::delightful"
"barbara::first";"jacob::first"
"barbara::first";"jacob::legs"
"barbara::first";"jacob::little"
"barbara::first";"jacob::safe"
"barbara::legs";"barbara::little"
"barbara::legs";"barbara::safe"
"barbara::legs";"jacob::delightful"
"barbara::legs";"jacob::first"
"barbara::legs";"jacob::legs"
"barbara::legs";"jacob::little"
"barbara::legs";"jacob::safe"
"barbara::little";"barbara::safe"
"barbara::little";"jacob::delightful"
"barbara::little";"jacob::first"
"barbara::little";"jacob::legs"
"barbara::little";"jacob::safe"
"barbara::safe";"jacob::delightful"
"barbara::safe";"jacob::first"
"barbara::safe";"jacob::legs"
"barbara::safe";"jacob::little"
"barbara::safe";"jacob::safe"
"jacob::delightful";"jacob::first"
"jacob::delightful";"jacob::legs"
"jacob::delightful";"jacob::little"
"jacob::delightful";"jacob::safe"
"jacob::first";"jacob::legs"
"jacob::first";"jacob::little"
"jacob::first";"jacob::safe"
"jacob::legs";"jacob::little"
"jacob::legs";"jacob::safe"
"jacob::little";"jacob::safe"
"kit::actually";"kit::back"
"barbara::dogs";"barbara::mother"
"garland::hot";"garland::round"
"garland::hot";"garland::successful"
"garland::hot";"kit::hot"
"garland::hot";"kit::round"
"garland::hot";"kit::successful"
"garland::hot";"mrs_garland::hot"
"garland::hot";"mrs_garland::round"
"garland::hot";"mrs_garland::successful"
"garland::round";"garland::successful"
"garland::round";"kit::hot"
"garland::round";"kit::round"
"garland::round";"kit::successful"
"garland::round";"mrs_garland::hot"
"garland::round";"mrs_garland::round"
"garland::round";"mrs_garland::successful"
"garland::successful";"kit::hot"
"garland::successful";"kit::round"
"garland::successful";"kit::successful"
"garland::successful";"mrs_garland::hot"
"garland::successful";"mrs_garland::round"
"garland::successful";"mrs_garland::successful"
"kit::hot";"kit::round"
"kit::hot";"kit::successful"
"kit::hot";"mrs_garland::hot"
"kit::hot";"mrs_garland::round"
"kit::hot";"mrs_garland::successful"
"kit::round";"kit::successful"
"kit::round";"mrs_garland::hot"
"kit::round";"mrs_garland::round"
"kit::round";"mrs_garland::successful"
"kit::successful";"mrs_garland::hot"
"kit::successful";"mrs_garland::round"
"kit::successful";"mrs_garland::successful"
"mrs_garland::hot";"mrs_garland::round"
"mrs_garland::hot";"mrs_garland::successful"
"mrs_garland::round";"mrs_garland::successful"
"barbara::little";"barbara::mother"
"barbara::little";"kit::little"
"barbara::little";"kit::mother"
"barbara::little";"kit::safe"
"barbara::mother";"barbara::safe"
"barbara::mother";"kit::little"
"barbara::mother";"kit::safe"
"barbara::safe";"kit::little"
"barbara::safe";"kit::mother"
"barbara::safe";"kit::safe"
"kit::little";"kit::safe"
"kit::mother";"kit::safe"
"christopher::beg";"garland::beg"
"christopher::point";"christopher::wonder"
"christopher::point";"garland::point"
"christopher::point";"garland::wonder"
"christopher::wonder";"garland::point"
"christopher::wonder";"garland::wonder"
"garland::point";"garland::wonder"
"christopher::can";"garland::can"
"abel::hand";"abel::little"
"abel::hand";"abel::person"
"abel::hand";"abel::sense"
"abel::hand";"abel::thought"
"abel::hand";"abel::wrong"
"abel::hand";"barbara::hand"
"abel::hand";"barbara::little"
"abel::hand";"barbara::person"
"abel::hand";"barbara::sense"
"abel::hand";"barbara::thought"
"abel::hand";"barbara::wrong"
"abel::hand";"jacob::hand"
"abel::hand";"jacob::little"
"abel::hand";"jacob::person"
"abel::hand";"jacob::sense"
"abel::hand";"jacob::thought"
"abel::hand";"jacob::wrong"
"abel::little";"abel::person"
"abel::little";"abel::sense"
"abel::little";"abel::thought"
"abel::little";"abel::wrong"
"abel::little";"barbara::hand"
"abel::little";"barbara::little"
"abel::little";"barbara::person"
"abel::little";"barbara::sense"
"abel::little";"barbara::thought"
"abel::little";"barbara::wrong"
"abel::little";"jacob::hand"
"abel::little";"jacob::little"
"abel::little";"jacob::person"
"abel::little";"jacob::sense"
"abel::little";"jacob::thought"
"abel::little";"jacob::wrong"
"abel::person";"abel::sense"
"abel::person";"abel::thought"
"abel::person";"abel::wrong"
"abel::person";"barbara::hand"
"abel::person";"barbara::little"
"abel::person";"barbara::person"
"abel::person";"barbara::sense"
"abel::person";"barbara::thought"
"abel::person";"barbara::wrong"
"abel::person";"jacob::hand"
"abel::person";"jacob::little"
"abel::person";"jacob::person"
"abel::person";"jacob::sense"
"abel::person";"jacob::thought"
"abel::person";"jacob::wrong"
"abel::sense";"abel::thought"
"abel::sense";"abel::wrong"
"abel::sense";"barbara::hand"
"abel::sense";"barbara::little"
"abel::sense";"barbara::person"
"abel::sense";"barbara::sense"
"abel::sense";"barbara::thought"
"abel::sense";"barbara::wrong"
"abel::sense";"jacob::hand"
"abel::sense";"jacob::little"
"abel::sense";"jacob::person"
"abel::sense";"jacob::sense"
"abel::sense";"jacob::thought"
"abel::sense";"jacob::wrong"
"abel::thought";"abel::wrong"
"abel::thought";"barbara::hand"
"abel::thought";"barbara::little"
"abel::thought";"barbara::person"
"abel::thought";"barbara::sense"
"abel::thought";"barbara::thought"
"abel::thought";"barbara::wrong"
"abel::thought";"jacob::hand"
"abel::thought";"jacob::little"
"abel::thought";"jacob::person"
"abel::thought";"jacob::sense"
"abel::thought";"jacob::thought"
"abel::thought";"jacob::wrong"
"abel::wrong";"barbara::hand"
"abel::wrong";"barbara::little"
"abel::wrong";"barbara::person"
"abel::wrong";"barbara::sense"
"abel::wrong";"barbara::thought"
"abel::wrong";"barbara::wrong"
"abel::wrong";"jacob::hand"
"abel::wrong";"jacob::little"
"abel::wrong";"jacob::person"
"abel::wrong";"jacob::sense"
"abel::wrong";"jacob::thought"
"abel::wrong";"jacob::wrong"
"barbara::hand";"barbara::little"
"barbara::hand";"barbara::person"
"barbara::hand";"barbara::sense"
"barbara::hand";"barbara::thought"
"barbara::hand";"barbara::wrong"
"barbara::hand";"jacob::hand"
"barbara::hand";"jacob::little"
"barbara::hand";"jacob::person"
"barbara::hand";"jacob::sense"
"barbara::hand";"jacob::thought"
"barbara::hand";"jacob::wrong"
"barbara::little";"barbara::person"
"barbara::little";"barbara::sense"
"barbara::little";"barbara::thought"
"barbara::little";"barbara::wrong"
"barbara::little";"jacob::hand"
"barbara::little";"jacob::person"
"barbara::little";"jacob::sense"
"barbara::little";"jacob::thought"
"barbara::little";"jacob::wrong"
"barbara::person";"barbara::sense"
"barbara::person";"barbara::thought"
"barbara::person";"barbara::wrong"
"barbara::person";"jacob::hand"
"barbara::person";"jacob::little"
"barbara::person";"jacob::person"
"barbara::person";"jacob::sense"
"barbara::person";"jacob::thought"
"barbara::person";"jacob::wrong"
"barbara::sense";"barbara::thought"
"barbara::sense";"barbara::wrong"
"barbara::sense";"jacob::hand"
"barbara::sense";"jacob::little"
"barbara::sense";"jacob::person"
"barbara::sense";"jacob::sense"
"barbara::sense";"jacob::thought"
"barbara::sense";"jacob::wrong"
"barbara::thought";"barbara::wrong"
"barbara::thought";"jacob::hand"
"barbara::thought";"jacob::little"
"barbara::thought";"jacob::person"
"barbara::thought";"jacob::sense"
"barbara::thought";"jacob::thought"
"barbara::thought";"jacob::wrong"
"barbara::wrong";"jacob::hand"
"barbara::wrong";"jacob::little"
"barbara::wrong";"jacob::person"
"barbara::wrong";"jacob::sense"
"barbara::wrong";"jacob::thought"
"barbara::wrong";"jacob::wrong"
"jacob::hand";"jacob::little"
"jacob::hand";"jacob::person"
"jacob::hand";"jacob::sense"
"jacob::hand";"jacob::thought"
"jacob::hand";"jacob::wrong"
"jacob::little";"jacob::person"
"jacob::little";"jacob::sense"
"jacob::little";"jacob::thought"
"jacob::little";"jacob::wrong"
"jacob::person";"jacob::sense"
"jacob::person";"jacob::thought"
"jacob::person";"jacob::wrong"
"jacob::sense";"jacob::thought"
"jacob::sense";"jacob::wrong"
"jacob::thought";"jacob::wrong"
"garland::cold";"garland::wine"
"violetta_stetta::page";"violetta_stetta::public"
"violetta_stetta::page";"violetta_stetta::two"
"violetta_stetta::public";"violetta_stetta::two"
"abel::dinner";"kit::dinner"
"abel::little";"abel::time"
"abel::little";"witherden::little"
"abel::little";"witherden::time"
"abel::time";"witherden::little"
"abel::time";"witherden::time"
"witherden::little";"witherden::time"
"christopher::beg";"christopher::near"
"christopher::beg";"kit::beg"
"christopher::beg";"kit::near"
"christopher::beg";"nell::beg"
"christopher::beg";"nell::near"
"christopher::near";"kit::beg"
"christopher::near";"kit::near"
"christopher::near";"nell::beg"
"christopher::near";"nell::near"
"kit::beg";"kit::near"
"kit::beg";"nell::beg"
"kit::beg";"nell::near"
"kit::near";"nell::beg"
"kit::near";"nell::near"
"nell::beg";"nell::near"
"jacob::little";"jacob::spiritual"
"quilp::dirty";"quilp::little"
"jacob::little";"jacob::mother"
"jacob::little";"kit::little"
"jacob::little";"kit::mother"
"jacob::little";"kit::time"
"jacob::mother";"jacob::time"
"jacob::mother";"kit::little"
"jacob::mother";"kit::mother"
"jacob::mother";"kit::time"
"jacob::time";"kit::little"
"jacob::time";"kit::mother"
"jacob::time";"kit::time"
"kit::mother";"kit::time"
"jacob::found";"jacob::little"
"jacob::found";"jacob::mother"
"jacob::found";"jacob::open"
"jacob::found";"kit::found"
"jacob::found";"kit::little"
"jacob::found";"kit::mother"
"jacob::found";"kit::open"
"jacob::found";"quilp::found"
"jacob::found";"quilp::little"
"jacob::found";"quilp::mother"
"jacob::found";"quilp::open"
"jacob::little";"jacob::open"
"jacob::little";"kit::found"
"jacob::little";"kit::open"
"jacob::little";"quilp::found"
"jacob::little";"quilp::mother"
"jacob::little";"quilp::open"
"jacob::mother";"jacob::open"
"jacob::mother";"kit::found"
"jacob::mother";"kit::open"
"jacob::mother";"quilp::found"
"jacob::mother";"quilp::little"
"jacob::mother";"quilp::mother"
"jacob::mother";"quilp::open"
"jacob::open";"kit::found"
"jacob::open";"kit::little"
"jacob::open";"kit::mother"
"jacob::open";"kit::open"
"jacob::open";"quilp::found"
"jacob::open";"quilp::little"
"jacob::open";"quilp::mother"
"jacob::open";"quilp::open"
"kit::found";"kit::little"
"kit::found";"kit::mother"
"kit::found";"kit::open"
