"anne_page::first";"hugh_evans::first"
"gabriel::bow";"john::bow"
"gabriel::earth";"gabriel::hot"
"gabriel::earth";"gabriel::round"
"gabriel::earth";"varden::earth"
"gabriel::earth";"varden::hot"
"gabriel::earth";"varden::round"
"gabriel::hot";"gabriel::round"
"gabriel::hot";"varden::earth"
"gabriel::hot";"varden::hot"
"gabriel::hot";"varden::round"
"gabriel::round";"varden::earth"
"gabriel::round";"varden::hot"
"gabriel::round";"varden::round"
"varden::earth";"varden::hot"
"varden::earth";"varden::round"
"varden::hot";"varden::round"
"john_chester::sad";"john_chester::strange"
"john_chester::sad";"john::sad"
"john_chester::sad";"john::strange"
"john_chester::sad";"mr_varden::sad"
"john_chester::sad";"mr_varden::strange"
"john_chester::strange";"john::sad"
"john_chester::strange";"john::strange"
"john_chester::strange";"mr_varden::sad"
"john_chester::strange";"mr_varden::strange"
"john::sad";"john::strange"
"john::sad";"mr_varden::sad"
"john::sad";"mr_varden::strange"
"john::strange";"mr_varden::sad"
"john::strange";"mr_varden::strange"
"mr_varden::sad";"mr_varden::strange"
"hugh::point";"john::point"
"varden::can";"varden::hope"
"varden::can";"varden::request"
"varden::hope";"varden::request"
"gabriel::history";"gabriel::successful"
"gabriel::history";"john::history"
"gabriel::history";"john::successful"
"gabriel::successful";"john::history"
"gabriel::successful";"john::successful"
"john::history";"john::successful"
"john::hand";"john::time"
"john::back";"john::hand"
"john::little";"john::thought"
"john::little";"varden::little"
"john::little";"varden::thought"
"john::thought";"varden::little"
"john::thought";"varden::thought"
"varden::little";"varden::thought"
"john_chester::natural";"john::natural"
"john_chester::natural";"varden::natural"
"john::natural";"varden::natural"
"john_chester::can";"john::can"
"john_chester::can";"varden::can"
"john::can";"varden::can"
"john_chester::sense";"john::sense"
"john_chester::sense";"varden::sense"
"john::sense";"varden::sense"
"john_chester::#-sense";"john::#-sense"
"john_chester::#-sense";"varden::#-sense"
"john::#-sense";"varden::#-sense"
"john::present";"varden::present"
"john_chester::fear";"john_chester::lip"
"john_chester::fear";"john_chester::street"
"john_chester::lip";"john_chester::street"
"barnaby::can";"mary_rudge::can"
"barnaby::hand";"barnaby::sense"
"barnaby::first";"barnaby::mother"
"barnaby::hand";"barnaby::steady"
"barnaby::hand";"barnaby::thought"
"barnaby::steady";"barnaby::thought"
"dennis::chin";"dennis::person"
"hugh::round";"hugh::sky"
"barnaby::yard";"hugh::yard"
"barnaby::fear";"barnaby::sense"
"barnaby::fear";"hugh::fear"
"barnaby::fear";"hugh::sense"
"barnaby::sense";"hugh::fear"
"barnaby::sense";"hugh::sense"
"hugh::fear";"hugh::sense"
"barnaby_rudge::rest";"hugh::rest"
"dennis::legs";"dennis::two"
"barnaby::direction";"barnaby::hand"
"barnaby::direction";"barnaby::person"
"barnaby::direction";"hugh::direction"
"barnaby::direction";"hugh::hand"
"barnaby::direction";"hugh::person"
"barnaby::hand";"barnaby::person"
"barnaby::hand";"hugh::direction"
"barnaby::hand";"hugh::person"
"barnaby::person";"hugh::direction"
"barnaby::person";"hugh::hand"
"barnaby::person";"hugh::person"
"hugh::direction";"hugh::hand"
"hugh::direction";"hugh::person"
"hugh::hand";"hugh::person"
"barnaby::drag";"barnaby::time"
"barnaby::drag";"dennis::drag"
"barnaby::drag";"dennis::time"
"barnaby::drag";"hugh::drag"
"barnaby::drag";"hugh::time"
"barnaby::time";"dennis::drag"
"barnaby::time";"dennis::time"
"barnaby::time";"hugh::drag"
"barnaby::time";"hugh::time"
"dennis::drag";"dennis::time"
"dennis::drag";"hugh::drag"
"dennis::drag";"hugh::time"
"dennis::time";"hugh::drag"
"hugh::drag";"hugh::time"
"--_hugh::hand";"hugh::hand"
"barnaby::little";"barnaby::near"
"barnaby::little";"barnaby::train"
"barnaby::near";"barnaby::train"
"willet::earth";"willet::public"
"joe::back";"mr_willet::back"
"willet::back";"willet::pipe"
"miggs::room";"miggs::steep"
"miggs::room";"mrs_varden::room"
"miggs::room";"mrs_varden::steep"
"miggs::steep";"mrs_varden::room"
"miggs::steep";"mrs_varden::steep"
"mrs_varden::room";"mrs_varden::steep"
"edward::first";"edward::roof"
"haredale::broad";"haredale::end"
"haredale::end";"haredale::work"
"barnaby::back";"barnaby::safe"
"barnaby::back";"gabriel::safe"
"barnaby::back";"mr_haredale::back"
"barnaby::back";"mr_haredale::safe"
"barnaby::safe";"gabriel::back"
"barnaby::safe";"gabriel::safe"
"barnaby::safe";"mr_haredale::back"
"barnaby::safe";"mr_haredale::safe"
"gabriel::back";"gabriel::safe"
"gabriel::back";"mr_haredale::back"
"gabriel::back";"mr_haredale::safe"
"gabriel::safe";"mr_haredale::back"
"gabriel::safe";"mr_haredale::safe"
"mr_haredale::back";"mr_haredale::safe"
"gabriel::back";"gabriel::bird"
"gabriel::back";"gabriel::experience"
"gabriel::back";"gabriel::finger"
"gabriel::back";"gabriel::mere"
"gabriel::back";"gabriel::order"
"gabriel::back";"gabriel::talk"
"gabriel::back";"gabriel::window"
"gabriel::back";"grip::back"
"gabriel::back";"grip::bird"
"gabriel::back";"grip::experience"
"gabriel::back";"grip::finger"
"gabriel::back";"grip::mere"
"gabriel::back";"grip::order"
"gabriel::back";"grip::talk"
"gabriel::back";"grip::window"
"gabriel::bird";"gabriel::experience"
"gabriel::bird";"gabriel::finger"
"gabriel::bird";"gabriel::mere"
"gabriel::bird";"gabriel::order"
"gabriel::bird";"gabriel::talk"
"gabriel::bird";"gabriel::window"
"gabriel::bird";"grip::back"
"gabriel::bird";"grip::bird"
"gabriel::bird";"grip::experience"
"gabriel::bird";"grip::finger"
"gabriel::bird";"grip::mere"
"gabriel::bird";"grip::order"
"gabriel::bird";"grip::talk"
"gabriel::bird";"grip::window"
"gabriel::experience";"gabriel::finger"
"gabriel::experience";"gabriel::mere"
"gabriel::experience";"gabriel::order"
"gabriel::experience";"gabriel::talk"
"gabriel::experience";"gabriel::window"
"gabriel::experience";"grip::back"
"gabriel::experience";"grip::bird"
"gabriel::experience";"grip::experience"
"gabriel::experience";"grip::finger"
"gabriel::experience";"grip::mere"
"gabriel::experience";"grip::order"
"gabriel::experience";"grip::talk"
"gabriel::experience";"grip::window"
"gabriel::finger";"gabriel::mere"
"gabriel::finger";"gabriel::order"
"gabriel::finger";"gabriel::talk"
"gabriel::finger";"gabriel::window"
"gabriel::finger";"grip::back"
"gabriel::finger";"grip::bird"
"gabriel::finger";"grip::experience"
"gabriel::finger";"grip::finger"
"gabriel::finger";"grip::mere"
"gabriel::finger";"grip::order"
"gabriel::finger";"grip::talk"
"gabriel::finger";"grip::window"
"gabriel::mere";"gabriel::order"
"gabriel::mere";"gabriel::talk"
"gabriel::mere";"gabriel::window"
"gabriel::mere";"grip::back"
"gabriel::mere";"grip::bird"
"gabriel::mere";"grip::experience"
"gabriel::mere";"grip::finger"
"gabriel::mere";"grip::mere"
"gabriel::mere";"grip::order"
"gabriel::mere";"grip::talk"
"gabriel::mere";"grip::window"
"gabriel::order";"gabriel::talk"
"gabriel::order";"gabriel::window"
"gabriel::order";"grip::back"
"gabriel::order";"grip::bird"
"gabriel::order";"grip::experience"
"gabriel::order";"grip::finger"
"gabriel::order";"grip::mere"
"gabriel::order";"grip::order"
"gabriel::order";"grip::talk"
"gabriel::order";"grip::window"
"gabriel::talk";"gabriel::window"
"gabriel::talk";"grip::back"
"gabriel::talk";"grip::bird"
"gabriel::talk";"grip::experience"
"gabriel::talk";"grip::finger"
"gabriel::talk";"grip::mere"
"gabriel::talk";"grip::order"
"gabriel::talk";"grip::talk"
"gabriel::talk";"grip::window"
"gabriel::window";"grip::back"
"gabriel::window";"grip::bird"
"gabriel::window";"grip::experience"
"gabriel::window";"grip::finger"
"gabriel::window";"grip::mere"
"gabriel::window";"grip::order"
"gabriel::window";"grip::talk"
"gabriel::window";"grip::window"
"grip::back";"grip::bird"
"grip::back";"grip::experience"
"grip::back";"grip::finger"
"grip::back";"grip::mere"
"grip::back";"grip::order"
"grip::back";"grip::talk"
"grip::back";"grip::window"
"grip::bird";"grip::experience"
"grip::bird";"grip::finger"
"grip::bird";"grip::mere"
"grip::bird";"grip::order"
"grip::bird";"grip::talk"
"grip::bird";"grip::window"
"grip::experience";"grip::finger"
"grip::experience";"grip::mere"
"grip::experience";"grip::order"
"grip::experience";"grip::talk"
"grip::experience";"grip::window"
"grip::finger";"grip::mere"
"grip::finger";"grip::order"
"grip::finger";"grip::talk"
"grip::finger";"grip::window"
"grip::mere";"grip::order"
"grip::mere";"grip::talk"
"grip::mere";"grip::window"
"grip::order";"grip::talk"
"grip::order";"grip::window"
"grip::talk";"grip::window"
"barnaby::person";"barnaby::stretch"
"mrs_varden::legs";"toby::legs"
"dolly::first";"willet::first"
"dolly::first";"willet::little"
"dolly::little";"willet::first"
"dolly::little";"willet::little"
"willet::first";"willet::little"
"dolly::open";"dolly::thought"
"dolly::open";"joe::open"
"dolly::open";"joe::thought"
"dolly::thought";"joe::open"
"joe::open";"joe::thought"
"miggs::can";"miggs::spare"
"dolly::reply";"joe::reply"
"martha::laugh";"martha::window"
"haredale::end";"haredale::month"
"edward_chester::dress";"edward_chester::time"
"mr_haredale::near";"mr_haredale::sky"
"haredale::fear";"haredale::work"
"haredale::fear";"john::fear"
"haredale::fear";"john::work"
"haredale::work";"john::fear"
"haredale::work";"john::work"
"john::fear";"john::work"
"john::end";"john::married"
"george_gordon::name";"george_gordon::time"
"simon_tappertit::legs";"simon_tappertit::order"
"simon_tappertit::legs";"simon_tappertit::private"
"simon_tappertit::legs";"simon_tappertit::two"
"simon_tappertit::order";"simon_tappertit::private"
"simon_tappertit::order";"simon_tappertit::two"
"simon_tappertit::private";"simon_tappertit::two"
"simon_tappertit::known";"simon_tappertit::large"
"simon_tappertit::known";"simon_tappertit::waiting"
"simon_tappertit::large";"simon_tappertit::waiting"
"simon_tappertit::time";"simon_tappertit::two"
"dolly_varden::daughter";"joe_willet::daughter"
"dolly_varden::boy";"dolly_varden::green"
"dolly_varden::boy";"dolly_varden::little"
"dolly_varden::boy";"joe_willet::boy"
"dolly_varden::boy";"joe_willet::green"
"dolly_varden::boy";"joe_willet::little"
"dolly_varden::green";"dolly_varden::little"
"dolly_varden::green";"joe_willet::boy"
"dolly_varden::green";"joe_willet::green"
"dolly_varden::green";"joe_willet::little"
"dolly_varden::little";"joe_willet::boy"
"dolly_varden::little";"joe_willet::green"
"dolly_varden::little";"joe_willet::little"
"joe_willet::boy";"joe_willet::green"
"joe_willet::boy";"joe_willet::little"
"joe_willet::green";"joe_willet::little"
"joe::box";"joe::finger"
"joe::box";"joe::hand"
"joe::condition";"willet::condition"
"joe::account";"joe::found"
"joseph::round";"willet::round"
"dolly::full";"edward::full"
"barnaby::mere";"barnaby::present"
"barnaby::mere";"barnaby::time"
"barnaby::mere";"willet::mere"
"barnaby::mere";"willet::present"
"barnaby::mere";"willet::time"
"barnaby::present";"barnaby::time"
"barnaby::present";"willet::mere"
"barnaby::present";"willet::present"
"barnaby::present";"willet::time"
"barnaby::time";"willet::mere"
"barnaby::time";"willet::present"
"barnaby::time";"willet::time"
"willet::mere";"willet::present"
"willet::mere";"willet::time"
"willet::present";"willet::time"
